REGIAO: Sudeste;
UF: SP;
ESTACAO: A701;
NOME: SAO PAULO - IAG;
CODIGO (WMO): A701;
LATITUDE: -23.651;
LONGITUDE: -46.623;
DATA DE FUNDACAO: 01/01/1960;

Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mb);
2022/02/05;0300;0,3;21,3;23,9;20,1;50,6;56,3;45,9;3,3;948,6;
2022/02/05;0600;0,6;20,0;22,3;18,2;71,5;76,2;66,2;1,0;942,3;
2022/02/05;0900;0,0;20,0;21,8;18,6;55,4;61,3;50,8;2,5;933,9;
2022/02/05;1200;0,0;21,3;22,7;19,0;71,7;77,2;67,1;9,0;941,2;
2022/02/05;1500;0,0;17,1;20,2;14,9;84,7;89,4;80,7;0,8;937,5;
2022/02/05;1800;0,9;27,1;28,7;25,4;76,7;80,1;71,7;2,1;941,7;
2022/02/05;2100;0,2;27,5;29,1;25,8;75,9;81,1;70,5;2,1;933,0;
2022/02/06;0000;0,0;16,8;19,1;15,4;78,4;82,1;72,4;0,3;933,9;
2022/02/06;0300;0,3;18,6;20,7;16,9;66,6;70,1;61,9;2,2;944,4;
2022/02/06;0600;0,1;23,6;24,8;21,6;65,8;69,3;62,1;3,4;932,6;
2022/02/06;0900;0,1;19,6;21,7;17,9;61,3;65,4;55,4;6,5;929,6;
2022/02/06;1200;0,0;20,7;22,6;19,1;63,3;69,3;57,3;1,8;940,6;
2022/02/06;1500;1,2;22,7;24,6;20,5;68,2;70,0;63,4;1,6;943,4;
2022/02/06;1800;0,8;20,7;22,6;18,6;86,5;92,3;80,8;0,2;941,0;
2022/02/06;2100;0,1;17,5;20,1;15,0;73,9;78,9;68,4;2,7;938,8;
2022/02/07;0000;0,0;15,8;17,2;13,7;68,6;73,5;64,9;1,9;942,5;
2022/02/07;0300;0,2;17,3;18,9;15,8;75,6;80,1;70,2;2,6;945,7;
2022/02/07;0600;0,2;18,2;20,8;15,4;70,5;76,8;65,2;0,7;937,5;
2022/02/07;0900;0,4;20,4;21,9;18,9;81,8;85,1;77,5;0,3;943,1;
2022/02/07;1200;0,0;20,3;22,5;18,8;56,1;60,7;52,9;1,3;934,4;
2022/02/07;1500;0,1;25,9;28,0;24,7;70,6;75,5;67,7;3,8;941,7;
2022/02/07;1800;0,2;20,6;22,3;18,4;69,0;73,8;64,8;2,2;943,5;
2022/02/07;2100;0,3;22,3;23,0;20,5;61,8;67,8;58,1;4,1;942,5;
2022/02/08;0000;0,2;21,5;23,3;19,6;60,3;65,5;54,2;0,2;939,5;
2022/02/08;0300;0,0;22,4;24,1;21,2;62,0;64,7;56,2;1,3;942,0;
2022/02/08;0600;0,0;21,0;23,0;19,3;67,1;73,4;63,4;3,9;945,0;
2022/02/08;0900;0,1;16,7;19,5;15,9;74,7;79,0;69,9;1,6;939,3;
2022/02/08;1200;0,4;21,4;23,5;19,7;70,1;74,4;64,5;4,8;943,3;
2022/02/08;1500;0,1;25,2;26,7;22,1;74,1;78,6;66,8;0,4;937,9;
2022/02/08;1800;0,1;19,8;22,3;17,9;71,8;76,9;65,6;0,2;936,6;
2022/02/08;2100;0,1;20,2;22,5;17,8;84,6;89,5;79,9;0,6;942,0;
2022/02/09;0000;0,1;22,5;24,3;20,6;75,8;81,1;68,8;2,9;938,0;
2022/02/09;0300;0,2;17,4;18,9;14,8;68,8;72,4;65,7;0,2;932,6;
2022/02/09;0600;0,5;20,3;22,6;18,8;80,8;85,7;75,3;0,8;933,4;
2022/02/09;0900;0,2;17,8;19,3;15,2;69,1;73,2;64,3;0,3;940,9;
2022/02/09;1200;0,6;21,1;22,8;19,7;78,1;82,6;76,0;3,4;944,7;
2022/02/09;1500;1,0;22,7;24,8;20,9;67,1;72,8;62,3;2,4;932,8;
2022/02/09;1800;0,1;20,5;22,5;19,5;77,0;82,0;73,4;0,1;944,7;
2022/02/09;2100;0,6;24,3;26,8;22,1;65,8;69,9;61,5;1,3;939,7;
2022/02/10;0000;0,2;20,7;21,7;19,3;63,2;67,2;61,0;1,6;937,1;
2022/02/10;0300;0,3;23,5;25,8;22,2;80,7;86,8;75,9;0,2;940,1;
2022/02/10;0600;0,1;22,2;24,0;19,9;73,7;81,9;69,6;2,6;942,6;
2022/02/10;0900;0,0;13,7;15,4;11,5;72,9;75,9;68,3;9,0;947,4;
2022/02/10;1200;0,3;24,6;27,1;21,4;57,0;61,6;52,0;0,1;946,5;
2022/02/10;1500;0,0;21,8;22,7;19,5;70,9;73,7;66,5;0,6;931,3;
2022/02/10;1800;0,3;16,9;19,0;15,4;81,6;86,8;76,9;3,5;941,7;
2022/02/10;2100;0,1;21,3;23,1;19,1;83,2;84,8;76,3;1,5;935,0;
2022/02/11;0000;0,2;26,0;27,3;23,4;69,1;73,9;65,4;3,7;943,6;
2022/02/11;0300;0,0;15,3;16,9;13,2;58,4;63,8;54,1;0,1;936,1;
2022/02/11;0600;0,6;23,0;25,1;21,6;80,0;85,5;77,0;0,5;939,4;
2022/02/11;0900;0,3;11,5;13,5;9,1;70,3;75,4;64,3;4,3;932,1;
2022/02/11;1200;0,1;16,6;18,9;13,7;73,7;79,3;69,8;0,8;942,0;
2022/02/11;1500;0,7;19,9;21,6;17,5;84,4;89,3;81,0;1,8;940,2;
2022/02/11;1800;0,0;20,5;22,9;18,1;68,6;74,4;62,7;0,0;934,5;
2022/02/11;2100;0,1;24,4;26,3;22,5;70,1;76,3;63,9;0,0;942,4;
2022/02/12;0000;0,4;22,3;24,2;19,0;65,5;70,1;60,2;0,7;932,6;
2022/02/12;0300;0,4;19,4;21,2;17,9;79,3;83,0;75,3;2,0;936,6;
2022/02/12;0600;0,2;23,1;24,4;21,4;83,6;88,6;80,0;2,0;939,6;
2022/02/12;0900;0,0;19,4;20,9;16,8;72,6;77,9;68,9;3,2;938,5;
2022/02/12;1200;0,5;19,6;21,2;17,4;68,3;74,0;62,6;0,4;937,7;
2022/02/12;1500;0,7;19,1;20,6;17,1;65,1;71,5;58,5;3,4;942,4;
2022/02/12;1800;0,1;22,2;24,2;19,0;86,7;91,5;81,9;1,8;931,0;
2022/02/12;2100;0,1;17,5;19,3;16,0;82,6;86,1;78,9;0,3;930,8;
2022/02/13;0000;0,1;21,3;23,3;19,6;62,6;68,0;58,5;1,9;936,3;
2022/02/13;0300;0,2;27,6;30,7;26,3;80,7;87,3;74,6;0,7;939,7;
2022/02/13;0600;0,1;22,7;24,8;20,5;64,5;69,0;61,9;2,7;938,8;
2022/02/13;0900;0,1;22,3;24,0;20,8;73,0;76,2;67,2;0,4;943,3;
2022/02/13;1200;0,4;18,5;20,3;16,6;68,5;74,9;65,2;0,5;950,3;
2022/02/13;1500;0,3;18,9;21,4;17,5;67,9;72,9;63,6;0,6;937,9;
2022/02/13;1800;0,2;18,8;20,5;17,2;65,2;70,3;60,1;1,8;939,5;
2022/02/13;2100;0,3;25,5;27,6;23,5;69,9;75,1;63,9;3,6;946,7;
2022/02/14;0000;0,6;22,1;25,1;20,3;76,6;82,8;70,6;12,8;936,2;
2022/02/14;0300;0,0;29,9;32,7;27,4;62,9;68,9;60,2;1,9;938,8;
2022/02/14;0600;0,2;26,2;28,3;24,7;77,0;82,4;73,8;3,4;944,9;
2022/02/14;0900;0,1;22,7;24,5;20,5;70,2;75,5;64,6;3,9;940,7;
2022/02/14;1200;0,0;19,8;22,2;17,1;66,9;72,2;63,3;0,4;949,0;
2022/02/14;1500;0,1;24,9;26,6;23,1;80,7;85,9;75,1;5,7;935,1;
2022/02/14;1800;0,3;22,4;24,2;20,5;71,8;76,2;64,5;0,4;941,5;
2022/02/14;2100;0,0;23,8;24,5;22,6;66,6;72,5;61,9;1,4;938,5;
2022/02/15;0000;0,1;22,9;25,0;20,6;83,1;87,9;78,0;0,8;940,0;
2022/02/15;0300;0,1;21,8;24,1;19,5;73,0;79,7;68,3;1,7;939,1;
2022/02/15;0600;0,4;23,6;25,6;21,6;75,3;80,7;69,9;1,2;932,7;
2022/02/15;0900;0,0;19,4;21,1;17,8;57,0;63,6;51,4;0,8;936,8;
2022/02/15;1200;0,4;23,6;25,5;21,7;63,3;68,3;58,9;0,6;935,9;
2022/02/15;1500;0,2;25,7;27,3;24,5;75,2;79,8;71,8;1,1;941,3;
2022/02/15;1800;0,0;23,5;26,2;21,7;80,7;86,5;75,0;0,9;941,7;
2022/02/15;2100;0,1;23,4;24,8;21,6;69,5;74,2;65,2;0,3;933,3;
2022/02/16;0000;0,0;20,1;22,4;18,8;73,2;76,4;68,3;8,1;928,7;
2022/02/16;0300;0,2;18,8;20,8;17,5;59,7;65,7;56,3;3,1;939,4;
2022/02/16;0600;0,1;21,6;23,2;20,0;69,7;72,7;63,7;1,5;945,1;
2022/02/16;0900;0,1;23,5;25,7;20,4;71,8;78,3;66,8;1,2;942,3;
2022/02/16;1200;0,1;16,0;18,0;14,1;61,6;66,3;56,1;2,8;942,0;
2022/02/16;1500;0,5;26,7;29,1;25,1;71,8;77,0;66,2;2,1;940,2;
2022/02/16;1800;0,2;18,3;19,6;16,0;69,8;75,7;63,7;0,8;939,4;
2022/02/16;2100;0,3;18,4;20,2;17,0;67,5;71,5;62,2;1,4;944,5;
2022/02/17;0000;0,0;24,3;26,8;22,3;68,5;74,8;63,8;1,8;942,7;
2022/02/17;0300;0,0;24,2;26,7;22,4;72,5;77,8;66,0;0,3;931,1;
2022/02/17;0600;0,1;21,5;23,2;19,8;64,2;69,7;61,7;1,3;936,5;
2022/02/17;0900;0,2;20,9;22,7;18,6;81,0;88,0;76,0;2,9;945,8;
2022/02/17;1200;0,5;25,2;26,1;23,1;83,8;88,9;79,0;1,2;932,0;
2022/02/17;1500;0,2;20,3;22,7;18,1;80,5;86,2;76,0;1,1;942,9;
2022/02/17;1800;0,5;19,7;21,7;18,1;72,4;77,5;69,3;0,8;942,4;
2022/02/17;2100;0,3;19,4;21,7;16,5;67,6;73,3;62,0;1,0;937,6;
2022/02/18;0000;0,4;24,8;26,7;22,2;75,4;81,6;72,2;1,1;953,3;
2022/02/18;0300;0,2;20,3;22,1;18,0;73,8;79,3;71,0;1,5;938,8;
2022/02/18;0600;0,3;16,6;17,7;14,3;63,6;67,4;58,5;0,4;952,1;
2022/02/18;0900;0,1;20,4;21,4;18,6;74,9;80,3;69,1;1,3;937,0;
2022/02/18;1200;0,0;23,3;24,6;21,2;64,0;68,9;58,0;0,7;940,0;
2022/02/18;1500;0,2;19,6;21,1;16,7;56,2;61,9;51,3;8,1;935,9;
2022/02/18;1800;1,1;25,5;26,9;23,8;79,1;83,9;73,6;0,0;946,1;
2022/02/18;2100;0,2;23,2;24,9;21,4;80,8;86,0;76,0;0,4;941,9;
2022/02/19;0000;0,2;21,3;23,3;19,5;68,5;73,4;62,0;0,9;939,6;
2022/02/19;0300;0,1;21,3;23,1;19,0;78,6;81,7;71,5;1,5;940,7;
2022/02/19;0600;0,6;19,8;22,5;17,8;74,3;78,8;67,3;1,2;939,2;
2022/02/19;0900;1,5;22,5;24,7;20,0;76,9;81,4;70,7;0,4;935,0;
2022/02/19;1200;1,1;17,9;19,8;15,7;62,8;67,7;59,2;0,8;938,7;
2022/02/19;1500;0,1;24,4;26,0;23,0;74,0;78,2;66,6;2,1;941,0;
2022/02/19;1800;0,5;22,9;24,4;21,0;65,0;71,0;59,7;1,5;940,1;
2022/02/19;2100;0,5;24,6;27,5;22,5;73,1;79,1;66,7;0,7;940,6;
2022/02/20;0000;0,3;23,2;25,6;20,9;72,7;78,0;67,0;0,9;942,2;
2022/02/20;0300;0,2;19,0;21,1;16,3;73,3;77,6;69,6;0,6;952,3;
2022/02/20;0600;1,0;19,7;22,2;18,3;83,9;88,8;79,1;0,4;938,4;
2022/02/20;0900;0,1;19,7;21,5;17,3;57,2;61,5;50,7;0,9;939,5;
2022/02/20;1200;0,0;18,0;20,5;16,4;77,4;81,4;72,5;1,2;940,4;
2022/02/20;1500;0,2;15,2;17,2;13,0;64,3;69,5;59,1;0,4;941,0;
2022/02/20;1800;0,1;16,3;18,0;14,3;72,7;76,5;68,0;2,5;929,2;
2022/02/20;2100;0,1;23,1;24,6;21,4;72,0;77,1;66,0;1,4;938,8;
2022/02/21;0000;1,0;23,4;25,1;19,8;69,3;74,7;63,7;1,0;951,3;
2022/02/21;0300;0,1;19,2;20,1;17,9;79,0;83,5;71,7;0,6;943,6;
2022/02/21;0600;0,4;20,2;21,2;18,1;76,5;80,5;73,1;0,7;944,0;
2022/02/21;0900;0,8;22,1;24,9;20,9;69,3;74,9;63,5;3,9;944,0;
2022/02/21;1200;0,4;23,7;26,4;21,3;61,8;66,3;58,5;2,2;933,9;
2022/02/21;1500;0,1;20,4;21,5;18,5;64,4;68,2;59,4;4,6;949,4;
2022/02/21;1800;0,0;21,4;24,3;18,8;68,5;74,0;64,5;0,0;940,1;
2022/02/21;2100;0,1;23,8;26,3;22,1;79,0;84,1;74,3;1,0;949,5;
2022/02/22;0000;0,2;19,5;21,9;18,0;77,6;81,7;72,7;1,9;929,9;
2022/02/22;0300;0,3;25,6;26,9;24,0;76,8;82,5;74,2;1,6;938,3;
2022/02/22;0600;0,6;17,8;20,3;16,1;79,3;83,3;74,5;2,1;942,9;
2022/02/22;0900;0,8;20,2;21,9;17,3;73,2;77,7;67,7;0,3;943,1;
2022/02/22;1200;0,1;17,4;19,6;16,2;65,8;69,8;60,9;0,1;930,5;
2022/02/22;1500;0,0;21,3;22,7;18,2;67,8;72,5;62,1;9,1;946,6;
2022/02/22;1800;0,1;18,0;20,3;15,5;72,5;77,7;68,0;0,1;937,9;
2022/02/22;2100;0,1;24,2;25,8;21,8;81,6;87,0;78,4;0,4;943,1;
2022/02/23;0000;0,0;22,6;25,2;21,4;71,5;78,5;67,6;0,9;943,5;
2022/02/23;0300;0,3;17,7;18,9;15,3;72,9;76,7;68,0;4,2;933,6;
2022/02/23;0600;0,1;19,4;21,1;17,6;62,4;68,7;56,2;0,3;934,4;
2022/02/23;0900;0,7;21,0;23,2;18,4;63,8;67,1;59,8;1,3;942,8;
2022/02/23;1200;0,6;21,6;24,4;20,4;51,1;57,5;46,9;3,9;941,6;
2022/02/23;1500;0,1;20,1;21,6;18,6;75,8;81,6;71,1;1,8;937,0;
2022/02/23;1800;0,2;27,3;29,5;25,4;77,6;83,2;72,4;0,7;947,3;
2022/02/23;2100;0,3;19,8;22,3;17,4;73,4;78,6;67,8;2,1;942,1;
2022/02/24;0000;0,0;23,6;26,1;21,2;54,4;59,3;50,0;2,6;943,0;
2022/02/24;0300;0,1;20,2;23,0;17,4;59,4;64,7;54,9;2,0;941,3;
2022/02/24;0600;0,1;18,6;20,2;16,9;66,8;72,6;61,6;0,3;928,2;
2022/02/24;0900;0,3;27,6;29,6;25,1;77,3;82,3;74,7;7,6;937,2;
2022/02/24;1200;0,1;24,6;26,6;21,7;62,5;68,0;58,5;3,0;931,2;
2022/02/24;1500;0,9;17,0;18,8;14,2;76,9;82,3;72,0;3,3;934,4;
2022/02/24;1800;0,4;18,7;20,4;17,0;65,7;69,7;60,7;0,8;945,6;
2022/02/24;2100;0,1;23,3;25,5;22,1;89,3;94,0;83,5;0,5;944,2;
2022/02/25;0000;1,6;22,7;23,9;20,7;51,8;56,8;45,4;2,2;940,0;
2022/02/25;0300;0,4;17,1;18,8;14,8;72,3;77,8;67,5;5,5;936,2;
2022/02/25;0600;0,0;24,6;26,4;22,6;69,8;77,1;65,6;0,9;946,5;
2022/02/25;0900;0,3;25,6;27,5;23,0;73,6;79,3;69,6;1,8;940,8;
2022/02/25;1200;0,0;23,9;26,4;20,7;77,3;81,6;71,1;4,1;939,6;
2022/02/25;1500;0,1;23,0;25,1;21,4;73,5;79,5;67,8;1,3;942,4;
2022/02/25;1800;0,4;21,4;23,7;20,5;70,5;75,4;66,4;2,5;949,1;
2022/02/25;2100;0,2;21,4;24,0;19,8;68,0;73,7;63,7;5,0;939,2;
2022/02/26;0000;0,4;18,7;20,4;16,8;75,7;80,4;73,1;3,2;934,7;
2022/02/26;0300;0,5;18,1;20,8;16,2;77,0;81,3;71,3;3,8;935,4;
2022/02/26;0600;0,2;15,3;17,4;13,7;79,7;84,9;74,9;1,7;949,6;
2022/02/26;0900;0,2;27,1;28,9;24,7;74,9;77,4;70,0;0,4;933,7;
2022/02/26;1200;0,5;20,7;23,3;19,1;67,8;74,2;63,0;0,7;942,7;
2022/02/26;1500;0,2;21,8;24,3;20,4;66,3;73,3;64,3;0,3;936,6;
2022/02/26;1800;0,2;23,3;25,9;21,5;63,6;67,1;58,6;2,1;939,6;
2022/02/26;2100;0,0;21,9;23,7;19,2;80,7;86,5;74,7;8,6;936,6;
2022/02/27;0000;0,3;18,1;19,8;16,0;68,4;74,0;63,3;0,8;937,4;
2022/02/27;0300;0,3;23,9;25,5;22,3;63,6;67,2;60,0;0,3;941,9;
2022/02/27;0600;1,3;21,8;24,2;20,3;79,5;83,6;77,2;0,8;941,0;
2022/02/27;0900;0,5;18,9;21,6;16,7;70,3;75,5;65,8;0,4;948,4;
2022/02/27;1200;0,2;19,0;21,0;17,6;72,8;77,9;67,3;7,2;950,2;
2022/02/27;1500;0,6;21,4;23,4;19,4;72,6;77,3;68,0;1,3;943,8;
2022/02/27;1800;0,2;15,8;18,6;13,4;70,6;75,5;65,0;0,2;940,8;
2022/02/27;2100;0,1;15,4;17,6;14,1;79,7;86,0;73,2;1,3;938,4;
2022/02/28;0000;0,7;23,5;24,7;22,2;68,6;72,5;64,6;1,5;942,7;
2022/02/28;0300;0,0;22,1;24,7;20,0;66,8;71,0;61,2;3,1;934,5;
2022/02/28;0600;0,3;19,0;20,6;16,5;64,1;68,8;59,6;1,9;944,5;
2022/02/28;0900;0,2;20,4;22,6;18,9;72,7;75,9;67,5;7,5;939,7;
2022/02/28;1200;0,3;24,0;25,6;21,6;74,8;80,9;68,6;8,4;935,2;
2022/02/28;1500;0,6;23,1;24,5;20,5;64,2;68,8;59,0;2,3;943,7;
2022/02/28;1800;0,2;21,5;23,6;20,4;79,2;83,9;74,6;1,5;940,5;
2022/02/28;2100;0,1;14,8;17,0;13,1;47,5;53,6;43,8;0,4;944,7;
2022/03/01;0000;0,1;15,1;17,3;13,4;67,1;72,0;63,7;3,4;951,5;
2022/03/01;0300;0,5;20,6;22,4;19,3;57,1;63,0;51,0;1,5;937,2;
2022/03/01;0600;0,5;22,9;25,1;20,9;64,8;70,2;57,9;0,7;940,9;
2022/03/01;0900;0,0;20,2;22,6;17,8;74,6;81,3;67,8;3,6;940,3;
2022/03/01;1200;0,3;21,7;23,0;18,9;69,4;73,8;65,3;1,1;944,5;
2022/03/01;1500;0,2;17,5;18,8;15,4;61,9;66,6;55,3;0,8;945,3;
2022/03/01;1800;0,1;22,7;25,3;21,1;72,9;77,4;66,1;5,3;932,5;
2022/03/01;2100;0,2;18,8;19,5;16,7;75,3;81,0;70,9;2,5;946,4;
2022/03/02;0000;0,7;25,5;27,6;23,8;79,8;83,6;76,3;5,0;938,0;
2022/03/02;0300;0,3;21,3;22,5;19,1;63,8;67,5;58,2;3,5;937,9;
2022/03/02;0600;0,3;21,4;23,9;19,2;69,8;75,3;64,3;1,2;940,3;
2022/03/02;0900;0,0;22,3;23,4;20,2;71,4;75,3;67,4;0,1;935,5;
2022/03/02;1200;0,5;21,1;23,2;19,2;72,4;78,1;66,9;4,1;941,4;
2022/03/02;1500;0,1;21,6;23,3;19,6;75,2;80,8;69,7;0,3;937,6;
2022/03/02;1800;0,6;20,2;22,6;19,1;86,2;93,3;81,1;2,2;936,2;
2022/03/02;2100;0,4;23,7;26,4;22,6;58,5;64,3;53,8;0,1;938,1;
2022/03/03;0000;0,0;21,0;22,4;19,2;59,4;65,7;54,3;8,7;940,5;
2022/03/03;0300;0,4;24,0;27,4;22,5;55,3;60,3;52,1;1,9;938,3;
2022/03/03;0600;0,0;17,3;18,8;15,1;76,0;81,8;69,5;0,1;943,6;
2022/03/03;0900;0,1;21,6;24,1;19,6;72,2;76,7;67,0;2,5;931,9;
2022/03/03;1200;0,0;19,3;20,1;17,7;62,3;67,5;58,6;0,6;931,2;
2022/03/03;1500;0,0;22,7;24,6;20,7;76,6;81,6;71,9;0,6;944,6;
2022/03/03;1800;0,1;24,0;25,6;21,4;71,3;77,9;66,4;1,8;946,4;
2022/03/03;2100;0,1;24,1;25,8;21,7;59,9;64,4;55,8;3,2;944,6;
2022/03/04;0000;0,2;18,2;19,7;16,2;70,2;74,9;66,0;2,5;935,8;
2022/03/04;0300;0,6;25,4;27,3;23,1;63,0;68,5;57,3;10,1;934,4;
2022/03/04;0600;0,3;20,4;21,9;18,7;82,8;88,1;75,9;2,2;947,3;
2022/03/04;0900;0,4;25,5;28,4;23,2;75,5;81,2;70,9;5,9;944,2;
2022/03/04;1200;0,1;25,8;27,5;24,2;65,6;72,0;60,8;0,7;935,5;
2022/03/04;1500;1,0;19,9;21,2;17,6;68,5;74,0;65,8;1,1;945,4;
2022/03/04;1800;0,3;26,6;28,8;23,5;55,0;59,7;51,8;7,2;934,5;
2022/03/04;2100;0,1;28,5;30,3;27,6;75,4;81,1;70,9;0,3;943,9;
2022/03/05;0000;0,1;23,2;25,7;21,3;66,1;71,1;63,1;1,3;935,8;
2022/03/05;0300;0,3;17,7;20,0;16,1;79,9;83,1;75,1;1,5;940,4;
2022/03/05;0600;0,5;16,1;17,7;13,1;62,6;68,0;58,5;0,0;933,0;
2022/03/05;0900;0,2;19,6;22,6;18,2;67,6;72,3;61,7;1,4;945,6;
2022/03/05;1200;0,3;19,3;20,7;16,7;62,6;69,3;57,2;1,6;935,3;
2022/03/05;1500;0,4;17,1;19,2;14,6;64,7;69,7;58,5;0,2;945,6;
2022/03/05;1800;0,1;19,2;20,5;16,5;52,9;58,1;48,3;2,8;945,7;
2022/03/05;2100;0,4;21,3;24,0;19,2;61,6;67,1;56,2;0,6;939,5;
2022/03/06;0000;0,1;19,1;20,7;16,8;68,3;71,3;64,3;4,5;939,5;
2022/03/06;0300;0,1;22,8;25,0;20,7;43,4;48,3;38,9;2,4;940,2;
2022/03/06;0600;0,1;22,2;24,4;20,4;59,5;63,3;54,5;1,2;936,0;
2022/03/06;0900;0,4;18,1;20,5;16,8;81,4;88,6;77,1;2,4;936,9;
2022/03/06;1200;0,2;20,5;22,3;18,7;63,2;69,1;58,0;0,1;938,1;
2022/03/06;1500;0,2;29,5;31,4;27,1;73,5;78,3;68,1;1,9;941,1;
2022/03/06;1800;0,1;14,2;17,3;12,5;70,7;75,2;66,3;1,1;936,4;
2022/03/06;2100;0,4;23,5;24,7;21,2;88,6;93,9;85,0;2,1;942,0;
2022/03/07;0000;0,1;22,6;24,9;20,2;74,8;80,1;70,4;3,5;953,0;
2022/03/07;0300;0,1;20,1;22,5;18,7;66,2;70,6;62,6;4,5;937,1;
2022/03/07;0600;0,2;25,6;27,1;23,3;65,3;71,4;59,5;4,2;946,6;
2022/03/07;0900;0,0;17,0;19,2;14,9;76,7;81,6;72,7;3,5;934,5;
2022/03/07;1200;0,2;22,0;23,9;19,6;77,6;82,6;72,6;4,0;939,0;
2022/03/07;1500;0,1;18,0;20,4;16,0;79,1;82,9;74,6;1,8;944,7;
2022/03/07;1800;0,1;24,8;26,1;22,4;62,2;68,4;57,1;7,1;940,4;
2022/03/07;2100;0,4;22,2;24,6;20,2;81,7;86,0;75,8;0,1;942,8;
2022/03/08;0000;0,2;25,7;27,8;23,5;72,5;76,3;67,1;1,5;936,1;
2022/03/08;0300;0,8;16,6;18,6;14,1;69,7;76,6;65,5;1,1;941,1;
2022/03/08;0600;0,2;24,4;27,0;22,5;80,1;85,4;73,7;3,1;936,6;
2022/03/08;0900;0,2;22,6;25,1;21,4;66,0;71,7;63,6;0,1;934,8;
2022/03/08;1200;0,1;21,0;22,8;19,7;84,2;88,6;81,1;2,8;933,9;
2022/03/08;1500;0,2;24,0;25,7;21,9;64,9;69,4;60,9;1,5;933,9;
2022/03/08;1800;0,6;17,6;20,2;15,5;70,1;74,6;65,5;1,1;938,8;
2022/03/08;2100;0,2;25,4;27,4;23,5;61,8;68,9;56,8;2,4;940,0;
2022/03/09;0000;0,3;23,6;25,6;22,0;79,7;83,3;75,7;0,2;939,9;
2022/03/09;0300;0,5;16,4;19,6;14,0;66,1;71,5;60,7;3,4;938,3;
2022/03/09;0600;0,1;25,3;27,3;23,1;68,3;72,9;64,1;0,3;938,8;
2022/03/09;0900;0,4;25,0;26,8;23,2;67,7;72,7;61,0;4,2;938,1;
2022/03/09;1200;0,3;22,2;23,7;19,9;54,6;58,6;50,1;0,1;947,0;
2022/03/09;1500;0,1;23,9;26,0;22,1;67,4;71,3;64,5;2,9;933,6;
2022/03/09;1800;0,5;20,4;22,9;19,7;65,3;69,2;60,0;3,2;947,5;
2022/03/09;2100;1,5;23,7;25,8;20,5;53,0;60,2;46,3;0,1;939,3;
2022/03/10;0000;0,6;19,9;21,6;18,0;79,6;82,1;72,6;1,4;933,9;
2022/03/10;0300;0,2;24,2;26,4;21,9;64,5;69,1;60,7;3,3;943,8;
2022/03/10;0600;0,0;14,0;16,7;11,9;48,8;52,1;44,9;1,4;935,6;
2022/03/10;0900;0,5;24,7;27,3;22,2;56,9;62,8;52,4;1,7;949,8;
2022/03/10;1200;0,0;23,7;25,9;21,9;79,7;85,6;75,0;0,7;944,1;
2022/03/10;1500;0,0;22,7;24,8;20,9;81,7;85,2;75,9;0,2;944,9;
2022/03/10;1800;0,5;21,0;22,3;18,8;79,6;86,4;73,9;0,5;942,5;
2022/03/10;2100;0,2;23,0;24,6;20,7;73,8;81,2;68,7;3,3;948,5;
2022/03/11;0000;0,2;25,7;27,3;23,8;65,7;70,5;62,7;2,5;943,9;
2022/03/11;0300;0,4;22,7;24,6;21,3;62,7;67,5;58,2;0,3;935,1;
2022/03/11;0600;0,0;24,6;26,0;23,0;71,7;76,5;67,1;0,1;944,6;
2022/03/11;0900;0,2;22,6;23,8;21,0;56,7;61,5;53,0;1,2;931,2;
2022/03/11;1200;0,4;17,9;19,7;15,9;71,0;76,6;66,1;6,1;937,7;
2022/03/11;1500;0,0;22,7;24,8;20,7;75,1;79,5;70,3;0,8;933,4;
2022/03/11;1800;2,0;25,2;26,5;23,4;65,8;71,5;62,1;1,5;944,6;
2022/03/11;2100;0,2;19,4;20,7;17,2;58,8;63,3;54,0;0,5;943,1;
2022/03/12;0000;0,2;22,1;23,7;20,3;77,1;81,6;72,5;4,5;946,7;
2022/03/12;0300;0,6;17,1;19,0;14,7;64,2;69,0;57,9;2,6;936,1;
2022/03/12;0600;0,1;22,2;24,2;20,7;75,8;79,5;70,4;0,3;939,0;
2022/03/12;0900;0,3;23,5;26,3;21,4;64,2;67,8;58,0;0,0;940,9;
2022/03/12;1200;0,1;24,3;26,1;22,6;59,5;63,4;54,8;3,4;941,3;
2022/03/12;1500;0,1;25,4;27,6;22,4;70,5;75,3;65,9;2,0;950,0;
2022/03/12;1800;0,0;28,3;30,5;26,2;74,1;78,1;68,9;0,4;944,8;
2022/03/12;2100;0,2;21,2;23,2;19,0;77,5;83,8;72,5;1,5;938,1;
2022/03/13;0000;0,1;24,6;26,5;22,3;70,3;76,6;64,9;0,9;938,9;
2022/03/13;0300;0,4;23,8;26,5;22,1;52,3;57,7;47,3;0,8;940,7;
