REGIAO: Sudeste;
UF: SP;
ESTACAO: A711;
NOME: SAO PAULO - MIRANTE;
CODIGO (WMO): A711;
LATITUDE: -23.496;
LONGITUDE: -46.62;
DATA DE FUNDACAO: 01/01/1960;

Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mb);
2022/02/05;0000;0,1;19,7;21,4;17,0;52,3;57,9;46,5;1,1;940,3;
2022/02/05;0300;0,0;20,1;22,6;17,7;71,0;74,9;66,1;0,6;940,7;
2022/02/05;0600;0,2;19,7;21,1;17,8;72,1;77,2;67,1;0,8;946,0;
2022/02/05;0900;0,0;23,6;25,5;21,6;62,1;66,0;57,8;0,5;938,4;
2022/02/05;1200;0,0;19,9;22,0;17,9;72,7;75,8;65,1;3,2;938,0;
2022/02/05;1500;1,2;21,5;23,3;19,9;70,3;76,2;65,4;6,2;940,9;
2022/02/05;1800;0,2;24,5;26,9;21,7;58,8;62,9;54,7;0,8;943,3;
2022/02/05;2100;0,1;25,6;27,8;22,7;64,4;70,2;58,7;6,6;941,0;
2022/02/06;0000;0,7;21,2;23,1;18,8;74,8;80,1;69,3;0,2;939,7;
2022/02/06;0300;0,2;23,9;25,6;21,8;70,7;75,5;65,6;1,6;937,1;
2022/02/06;0600;0,4;25,0;27,3;22,5;78,6;83,3;73,9;0,5;931,5;
2022/02/06;0900;0,2;22,7;24,5;21,5;73,2;77,9;67,8;0,5;937,4;
2022/02/06;1200;0,0;18,9;20,0;16,5;66,1;71,0;63,3;0,5;937,9;
2022/02/06;1500;0,1;23,6;24,6;21,7;65,3;71,0;60,8;4,4;942,3;
2022/02/06;1800;0,5;23,0;24,9;20,8;63,4;67,5;59,6;1,7;944,8;
2022/02/06;2100;0,0;20,8;22,7;18,4;81,5;84,3;77,0;0,6;940,8;
2022/02/07;0000;0,1;27,2;28,8;25,5;63,3;66,7;59,0;0,3;944,3;
2022/02/07;0300;0,6;19,5;21,9;17,0;70,2;75,7;64,4;8,2;938,2;
2022/02/07;0600;0,4;20,9;23,1;18,7;70,5;76,3;65,7;4,0;936,9;
2022/02/07;0900;0,5;25,6;28,1;24,1;76,3;81,0;70,5;2,0;945,4;
2022/02/07;1200;0,1;23,2;25,0;22,3;61,7;66,1;56,2;0,9;937,8;
2022/02/07;1500;0,7;20,5;22,5;17,9;66,8;71,6;60,9;4,4;935,3;
2022/02/07;1800;0,7;24,9;26,4;23,1;65,0;71,5;59,9;5,7;939,0;
2022/02/07;2100;0,7;17,9;20,5;15,5;65,4;70,4;60,0;4,2;941,6;
2022/02/08;0000;0,3;20,0;22,8;18,1;69,4;75,4;63,7;1,7;936,6;
2022/02/08;0300;0,0;21,9;23,5;20,2;64,6;69,5;58,8;1,7;938,2;
2022/02/08;0600;0,6;19,3;20,6;17,5;69,7;74,6;65,5;5,4;941,6;
2022/02/08;0900;0,2;20,9;22,5;18,8;71,5;76,4;65,4;1,8;941,9;
2022/02/08;1200;0,0;21,7;23,1;19,9;55,8;61,3;49,9;6,4;938,6;
2022/02/08;1500;0,4;16,5;19,6;14,7;67,1;72,9;63,1;2,0;936,4;
2022/02/08;1800;0,5;20,7;22,0;18,2;52,2;57,7;48,5;0,3;935,1;
2022/02/08;2100;0,3;20,1;21,9;18,2;72,3;77,3;67,3;2,9;945,4;
2022/02/09;0000;0,1;22,4;23,6;21,6;68,2;74,7;63,5;5,0;940,8;
2022/02/09;0300;0,0;19,6;22,0;17,6;64,7;68,1;58,9;1,8;941,9;
2022/02/09;0600;0,5;23,8;25,4;21,3;63,5;67,3;58,5;2,8;941,0;
2022/02/09;0900;0,0;25,0;27,1;23,0;52,3;56,3;46,2;0,5;935,3;
2022/02/09;1200;0,7;18,4;20,1;16,4;61,6;66,2;57,3;1,6;946,9;
2022/02/09;1500;0,5;21,8;23,3;19,1;74,1;78,5;69,4;2,4;936,7;
2022/02/09;1800;0,0;22,5;25,0;20,5;89,8;94,7;86,7;10,2;944,6;
2022/02/09;2100;0,7;20,3;22,8;18,2;65,5;70,4;62,0;2,2;936,2;
2022/02/10;0000;0,0;23,9;25,6;21,4;71,2;76,8;65,1;1,8;945,9;
2022/02/10;0300;0,5;22,8;25,0;21,4;80,6;86,0;77,0;0,2;938,9;
2022/02/10;0600;0,3;20,9;22,9;18,4;70,5;74,9;65,4;2,9;928,4;
2022/02/10;0900;0,1;17,6;18,7;15,4;79,7;84,6;74,6;2,9;935,1;
2022/02/10;1200;0,2;24,8;26,5;22,0;59,7;63,6;53,5;3,7;933,2;
2022/02/10;1500;0,3;14,0;16,7;11,8;72,3;76,6;67,7;0,6;944,3;
2022/02/10;1800;1,0;23,4;26,2;21,1;78,0;81,6;73,2;0,9;940,6;
2022/02/10;2100;0,5;24,5;26,6;22,9;62,9;69,4;57,6;4,3;940,6;
2022/02/11;0000;0,3;20,6;22,9;18,1;77,8;82,8;73,9;0,7;937,6;
2022/02/11;0300;0,3;22,0;23,6;19,9;79,9;86,2;76,3;1,1;943,5;
2022/02/11;0600;0,1;27,3;29,5;25,3;69,5;76,0;64,3;4,2;940,2;
2022/02/11;0900;0,1;23,1;25,3;20,7;72,9;77,8;67,6;1,2;941,2;
2022/02/11;1200;0,3;18,6;20,0;16,2;63,5;69,9;59,2;1,6;943,0;
2022/02/11;1500;0,0;27,3;28,8;24,7;65,3;71,3;60,4;1,3;941,2;
2022/02/11;1800;1,0;21,9;24,1;20,7;68,8;74,5;63,6;5,1;944,8;
2022/02/11;2100;0,1;17,1;19,3;14,7;68,7;73,3;62,4;0,5;925,4;
2022/02/12;0000;0,3;23,4;25,9;20,9;66,1;71,4;61,6;4,0;939,7;
2022/02/12;0300;0,1;22,1;24,6;19,9;68,6;73,4;62,9;1,7;934,9;
2022/02/12;0600;0,4;21,7;23,4;18,3;52,4;57,1;48,1;2,1;939,5;
2022/02/12;0900;0,3;13,5;16,5;11,0;85,5;90,3;80,2;0,0;937,3;
2022/02/12;1200;0,1;15,1;16,9;13,5;70,3;73,7;64,7;1,5;927,8;
2022/02/12;1500;0,6;18,9;21,3;15,8;62,7;67,1;59,0;1,1;938,9;
2022/02/12;1800;0,1;17,1;19,6;14,7;66,4;70,6;61,6;0,3;930,8;
2022/02/12;2100;0,3;20,5;22,3;18,4;81,1;85,9;77,1;5,1;931,3;
2022/02/13;0000;0,0;21,2;23,3;18,8;73,5;78,8;67,1;1,5;946,5;
2022/02/13;0300;0,2;19,8;21,2;17,6;76,2;80,4;70,4;0,1;940,0;
2022/02/13;0600;0,1;19,7;21,7;16,9;68,3;72,9;64,2;1,0;937,7;
2022/02/13;0900;0,6;19,4;21,3;17,9;90,8;95,0;86,2;2,4;941,3;
2022/02/13;1200;0,8;20,7;22,3;18,0;63,9;68,7;58,8;0,2;943,1;
2022/02/13;1500;0,4;22,8;24,5;20,7;58,6;65,8;54,4;0,5;944,5;
2022/02/13;1800;0,5;18,4;20,8;15,4;71,6;77,2;65,6;0,7;937,7;
2022/02/13;2100;0,4;28,0;29,4;25,9;62,8;69,0;55,3;8,7;941,4;
2022/02/14;0000;0,5;27,3;29,7;24,5;77,6;84,4;71,0;0,0;937,6;
2022/02/14;0300;0,1;20,1;22,0;18,4;75,5;82,0;70,0;1,5;938,4;
2022/02/14;0600;0,1;18,1;19,9;15,8;69,0;74,2;64,2;1,0;942,2;
2022/02/14;0900;0,4;20,1;22,2;18,4;75,7;80,8;70,4;0,0;936,2;
2022/02/14;1200;0,3;19,0;21,2;17,7;77,9;82,8;73,9;0,8;928,8;
2022/02/14;1500;0,2;22,9;25,0;20,6;62,3;66,6;57,0;4,9;940,3;
2022/02/14;1800;0,2;25,7;27,8;22,9;84,8;91,6;80,5;3,7;939,9;
2022/02/14;2100;0,1;24,0;25,8;22,8;71,2;78,1;66,5;3,7;939,6;
2022/02/15;0000;0,5;20,9;23,0;19,1;81,5;88,6;76,0;0,4;934,3;
2022/02/15;0300;0,1;17,4;19,4;14,8;82,3;87,7;76,6;1,3;941,2;
2022/02/15;0600;0,3;25,1;26,9;22,7;70,7;74,7;66,5;0,1;945,9;
2022/02/15;0900;0,2;23,6;25,2;22,3;76,4;83,3;70,4;0,1;950,2;
2022/02/15;1200;0,0;25,5;26,7;23,3;73,5;79,9;69,5;0,9;939,5;
2022/02/15;1500;0,5;17,8;20,1;15,7;68,8;74,1;63,4;1,3;947,4;
2022/02/15;1800;0,6;19,1;20,8;16,3;80,7;84,0;77,9;0,3;947,5;
2022/02/15;2100;0,2;21,1;22,8;19,0;66,3;71,3;61,6;0,9;938,1;
2022/02/16;0000;0,3;24,8;27,2;22,7;77,4;82,5;74,1;0,4;931,3;
2022/02/16;0300;0,3;19,1;20,7;17,0;69,4;74,6;63,9;4,7;941,8;
2022/02/16;0600;0,1;18,5;19,9;16,3;70,1;75,1;65,8;1,3;933,0;
2022/02/16;0900;0,2;30,3;31,2;28,8;61,6;65,4;57,1;5,6;933,4;
2022/02/16;1200;0,5;22,8;24,9;21,2;64,7;71,0;59,6;4,3;940,4;
2022/02/16;1500;0,1;17,1;19,3;13,8;71,6;78,3;66,5;1,5;941,5;
2022/02/16;1800;0,1;17,0;18,9;14,1;67,3;72,8;63,2;2,0;945,4;
2022/02/16;2100;0,2;21,4;23,3;19,1;81,8;85,2;76,1;1,3;931,7;
2022/02/17;0000;0,3;20,7;22,8;18,2;73,5;78,6;67,6;2,3;950,4;
2022/02/17;0300;0,0;19,9;22,5;18,6;61,0;66,0;56,5;3,6;943,5;
2022/02/17;0600;0,0;22,9;25,7;20,6;74,8;78,7;70,1;4,4;944,6;
2022/02/17;0900;0,7;30,3;31,9;27,7;71,1;76,2;66,9;1,2;937,6;
2022/02/17;1200;0,1;26,0;27,8;24,3;77,0;81,8;70,9;8,7;943,2;
2022/02/17;1500;0,1;19,7;22,2;17,5;69,2;74,7;65,2;4,6;938,0;
2022/02/17;1800;0,0;22,9;24,2;20,9;72,9;77,3;67,8;1,7;925,8;
2022/02/17;2100;0,1;18,8;19,7;16,4;80,1;83,9;76,2;0,6;938,1;
2022/02/18;0000;0,8;16,3;18,3;14,8;58,4;62,9;53,3;0,7;949,7;
2022/02/18;0300;0,1;21,3;24,0;20,0;44,4;48,6;39,8;3,1;934,0;
2022/02/18;0600;0,3;21,0;23,0;18,4;66,1;70,6;59,9;1,9;947,1;
2022/02/18;0900;0,0;14,5;16,0;11,5;75,5;82,3;69,6;0,2;942,6;
2022/02/18;1200;0,6;23,2;25,1;21,2;62,0;66,4;57,4;2,4;944,7;
2022/02/18;1500;0,0;27,2;29,7;24,8;60,4;63,8;55,0;1,6;938,5;
2022/02/18;1800;0,0;21,5;23,3;19,3;75,8;81,1;71,9;0,2;939,3;
2022/02/18;2100;0,2;26,6;28,3;24,9;77,2;81,6;73,1;4,3;936,6;
2022/02/19;0000;0,1;23,9;26,5;22,1;69,7;74,5;65,5;3,7;934,8;
2022/02/19;0300;0,1;26,6;28,5;24,6;66,4;70,3;62,9;1,2;944,3;
2022/02/19;0600;0,1;19,0;20,9;17,4;75,0;79,6;69,1;2,5;936,4;
2022/02/19;0900;0,5;24,7;26,8;22,4;76,6;80,9;69,1;0,9;944,9;
2022/02/19;1200;0,1;21,2;23,3;19,5;63,9;69,7;59,6;0,2;934,6;
2022/02/19;1500;0,6;21,7;23,4;19,2;79,2;84,2;75,0;0,3;939,0;
2022/02/19;1800;0,1;20,4;23,2;18,6;72,8;78,4;66,3;1,1;940,6;
2022/02/19;2100;0,6;24,9;27,1;23,2;68,3;72,4;63,5;3,0;935,7;
2022/02/20;0000;0,2;21,8;24,2;19,2;82,5;87,6;78,0;0,9;933,6;
2022/02/20;0300;0,2;21,6;24,0;19,2;77,6;81,1;74,1;0,9;946,4;
2022/02/20;0600;0,1;20,9;22,7;18,8;85,5;89,7;80,9;2,7;944,2;
2022/02/20;0900;0,6;21,4;22,3;19,3;71,7;76,9;66,0;1,4;943,0;
2022/02/20;1200;0,2;20,4;22,5;18,8;54,5;58,7;49,4;0,7;948,6;
2022/02/20;1500;0,0;20,6;22,8;19,0;60,0;64,0;53,9;1,7;938,5;
2022/02/20;1800;0,1;23,7;26,4;20,6;76,2;80,2;73,1;1,7;939,6;
2022/02/20;2100;0,1;24,5;27,3;22,9;72,3;77,2;68,0;2,0;946,2;
2022/02/21;0000;1,0;20,9;22,7;18,7;86,3;91,6;81,6;1,0;931,3;
2022/02/21;0300;0,1;24,8;26,9;22,9;67,7;72,6;63,7;2,7;931,9;
2022/02/21;0600;0,2;22,2;24,1;19,6;74,8;80,9;69,0;1,8;947,3;
2022/02/21;0900;0,0;19,1;20,6;17,7;67,7;73,1;61,3;1,9;930,5;
2022/02/21;1200;0,4;17,7;19,4;15,7;65,7;69,5;61,1;4,0;937,4;
2022/02/21;1500;0,2;21,0;22,6;18,9;77,9;82,1;73,4;1,8;942,8;
2022/02/21;1800;0,0;21,0;22,5;18,5;64,5;69,3;59,9;1,2;944,8;
2022/02/21;2100;0,8;22,8;24,6;20,9;68,3;73,4;64,1;0,9;934,8;
2022/02/22;0000;0,0;26,1;28,2;23,7;77,5;82,8;72,0;0,7;935,2;
2022/02/22;0300;0,6;20,9;23,0;19,1;70,6;74,1;63,3;0,3;948,0;
2022/02/22;0600;0,2;21,0;23,1;18,2;77,3;81,7;71,8;0,4;941,5;
2022/02/22;0900;0,1;15,9;18,4;13,7;68,4;73,1;62,6;0,6;937,1;
2022/02/22;1200;0,8;23,9;26,2;22,5;72,2;77,5;66,0;0,5;938,0;
2022/02/22;1500;0,7;19,9;22,2;18,2;76,3;81,5;73,0;0,0;938,7;
2022/02/22;1800;0,0;22,1;24,5;20,4;64,4;68,5;59,2;1,5;942,2;
2022/02/22;2100;0,7;22,1;23,8;20,4;84,9;87,8;81,4;0,1;939,0;
2022/02/23;0000;0,4;24,5;26,1;22,2;56,9;61,6;51,6;3,3;930,6;
2022/02/23;0300;0,1;21,5;23,1;19,6;68,5;74,2;63,5;1,4;941,2;
2022/02/23;0600;1,0;21,6;23,6;19,4;74,7;77,9;70,8;1,7;938,4;
2022/02/23;0900;0,1;23,0;26,0;20,7;82,1;86,8;76,5;1,6;945,1;
2022/02/23;1200;0,3;19,8;22,2;18,5;64,4;70,0;60,1;0,9;937,5;
2022/02/23;1500;0,4;18,2;19,6;15,6;73,6;79,9;68,9;0,6;940,5;
2022/02/23;1800;0,1;18,4;21,3;17,0;60,3;65,6;56,1;6,4;937,5;
2022/02/23;2100;0,0;24,6;27,3;22,6;68,6;73,3;63,2;1,3;928,4;
2022/02/24;0000;0,2;22,3;24,2;20,3;72,4;77,8;68,2;3,8;941,0;
2022/02/24;0300;0,0;21,4;23,1;19,1;72,8;79,9;68,5;1,0;947,0;
2022/02/24;0600;0,0;18,9;21,1;17,0;74,9;79,0;69,7;1,5;940,5;
2022/02/24;0900;0,3;21,5;23,8;19,1;75,0;80,2;71,0;3,8;936,6;
2022/02/24;1200;0,5;20,3;22,7;18,6;64,2;70,2;57,9;0,6;944,4;
2022/02/24;1500;1,0;21,9;23,8;20,2;72,2;76,9;66,1;1,2;945,5;
2022/02/24;1800;0,1;22,7;25,5;20,7;74,2;79,1;68,6;0,9;950,0;
2022/02/24;2100;0,3;19,5;20,9;17,3;71,4;75,3;66,2;0,4;937,1;
2022/02/25;0000;0,0;21,8;24,1;20,2;77,8;81,8;72,8;0,8;943,0;
2022/02/25;0300;0,4;23,0;24,9;21,1;71,3;76,4;67,2;0,4;938,7;
2022/02/25;0600;0,6;14,6;16,5;12,3;72,5;76,8;70,1;2,0;939,3;
2022/02/25;0900;0,0;24,0;26,1;22,0;74,7;79,7;68,4;0,0;943,2;
2022/02/25;1200;0,1;21,7;24,6;20,0;74,9;80,4;68,9;4,8;939,8;
2022/02/25;1500;0,1;23,0;26,1;21,7;78,9;85,0;73,1;0,4;940,3;
2022/02/25;1800;0,1;24,4;26,8;23,2;64,4;69,3;59,9;3,6;954,1;
2022/02/25;2100;0,1;20,1;21,7;17,6;69,0;74,9;62,7;1,1;945,4;
2022/02/26;0000;0,0;26,4;27,7;23,4;70,0;74,7;65,5;1,6;942,2;
2022/02/26;0300;0,3;21,3;22,8;19,8;68,6;71,4;65,2;2,5;946,3;
2022/02/26;0600;0,0;23,5;25,7;21,3;65,8;71,8;61,7;0,5;952,7;
2022/02/26;0900;0,3;20,0;21,5;16,4;62,5;68,3;57,2;2,8;943,3;
2022/02/26;1200;0,2;16,9;19,1;14,7;77,2;82,2;73,0;0,2;934,0;
2022/02/26;1500;0,4;19,8;21,6;17,9;90,0;94,0;87,7;0,8;941,7;
2022/02/26;1800;0,1;21,0;23,0;19,7;71,5;77,8;65,6;1,6;942,5;
2022/02/26;2100;0,6;22,7;25,3;20,5;75,6;80,2;71,2;3,6;942,4;
2022/02/27;0000;0,5;21,9;22,9;19,6;76,4;80,8;70,7;0,2;936,6;
2022/02/27;0300;0,3;21,4;22,6;19,5;85,7;90,9;81,0;0,1;938,2;
2022/02/27;0600;0,1;18,5;20,9;16,1;76,5;82,5;70,6;5,2;941,6;
2022/02/27;0900;1,2;25,5;27,7;23,8;70,5;76,4;65,0;0,7;937,4;
2022/02/27;1200;0,1;21,7;23,3;19,3;81,7;85,1;76,3;0,9;946,5;
2022/02/27;1500;0,2;24,9;27,0;23,2;68,7;73,1;61,7;5,0;949,7;
2022/02/27;1800;0,1;17,8;19,7;15,8;65,6;72,0;58,7;0,1;939,2;
2022/02/27;2100;0,0;24,6;26,8;23,0;80,4;87,0;74,8;0,2;937,8;
2022/02/28;0000;0,0;24,0;25,9;21,5;82,9;87,3;77,3;5,3;938,6;
2022/02/28;0300;0,3;25,0;27,0;22,2;91,0;95,2;85,7;11,4;946,1;
2022/02/28;0600;0,1;21,0;23,3;19,2;58,7;64,5;52,9;0,3;939,2;
2022/02/28;0900;0,0;23,6;26,1;21,3;62,3;67,0;57,5;4,1;938,7;
2022/02/28;1200;0,2;24,4;27,1;21,9;82,3;87,4;77,8;0,3;936,0;
2022/02/28;1500;0,0;27,0;29,4;25,5;69,6;74,0;65,2;0,5;938,2;
2022/02/28;1800;0,1;21,7;23,6;19,1;71,3;76,3;66,7;1,3;938,7;
2022/02/28;2100;0,7;25,2;26,8;23,0;80,8;86,1;76,1;1,3;943,2;
2022/03/01;0000;0,2;23,0;24,2;21,3;71,9;78,0;66,1;4,5;936,8;
2022/03/01;0300;0,7;20,3;21,9;17,2;84,7;88,5;79,3;0,7;939,4;
2022/03/01;0600;0,4;20,5;22,3;18,2;80,8;87,9;75,3;0,5;938,1;
2022/03/01;0900;0,0;22,1;24,9;19,4;77,3;84,0;74,6;1,7;936,6;
2022/03/01;1200;0,5;24,0;26,0;21,4;60,7;66,9;55,1;0,0;940,7;
2022/03/01;1500;0,1;17,2;20,3;15,8;59,1;64,8;53,0;0,3;939,5;
2022/03/01;1800;0,0;23,3;25,0;20,7;63,7;67,1;57,1;6,1;936,6;
2022/03/01;2100;0,2;23,5;25,8;21,8;75,1;79,7;70,8;2,6;939,8;
2022/03/02;0000;0,4;24,8;26,8;23,1;72,8;77,7;68,2;3,9;936,9;
2022/03/02;0300;0,5;24,7;26,7;22,3;64,7;68,8;60,2;1,2;940,1;
2022/03/02;0600;0,5;19,6;20,6;17,6;74,0;78,6;68,8;5,0;936,1;
2022/03/02;0900;0,7;19,2;21,5;16,9;74,7;80,3;69,3;0,3;939,3;
2022/03/02;1200;0,3;24,1;25,7;21,5;77,2;80,7;71,4;1,5;934,8;
2022/03/02;1500;0,3;18,0;20,5;15,8;59,2;66,2;54,6;1,5;938,0;
2022/03/02;1800;0,6;20,6;22,9;19,1;69,7;76,4;63,2;0,8;940,9;
2022/03/02;2100;0,6;21,8;22,9;20,0;61,7;67,0;57,5;2,6;928,8;
2022/03/03;0000;0,0;19,8;20,6;18,0;63,2;66,8;58,4;0,8;941,6;
2022/03/03;0300;0,3;22,3;24,1;20,2;69,3;73,4;64,2;1,3;943,0;
2022/03/03;0600;0,0;21,9;24,1;19,8;75,0;80,6;70,6;3,3;937,2;
2022/03/03;0900;0,3;21,4;23,3;18,7;63,4;68,6;58,2;3,3;938,7;
2022/03/03;1200;0,1;17,2;19,9;14,0;85,9;91,4;82,0;1,6;945,1;
2022/03/03;1500;0,0;23,7;26,8;21,3;63,4;69,8;58,5;2,9;939,3;
2022/03/03;1800;0,1;20,3;23,5;17,7;75,1;80,2;71,5;3,5;938,9;
2022/03/03;2100;0,0;24,7;25,9;22,8;71,6;77,3;67,0;1,8;932,4;
2022/03/04;0000;0,4;23,6;26,2;21,5;60,1;65,3;54,9;0,9;941,1;
2022/03/04;0300;0,1;22,6;24,6;19,7;82,4;87,1;76,5;3,0;939,8;
2022/03/04;0600;0,1;21,4;22,6;19,4;63,1;66,8;58,0;0,5;949,7;
2022/03/04;0900;0,0;19,1;20,9;17,6;81,2;86,4;75,1;0,4;942,1;
2022/03/04;1200;0,2;22,7;25,0;21,6;60,8;66,3;55,5;0,3;938,7;
2022/03/04;1500;0,5;25,0;27,1;22,8;64,2;68,9;60,0;0,1;940,1;
2022/03/04;1800;0,1;22,0;24,3;19,4;69,5;72,3;63,1;2,6;961,0;
2022/03/04;2100;0,1;22,2;23,9;20,4;78,0;82,4;74,5;0,0;946,3;
2022/03/05;0000;0,5;21,9;23,6;19,4;71,0;75,7;66,3;1,9;942,2;
2022/03/05;0300;0,3;27,3;28,6;25,8;55,6;60,2;48,9;4,3;943,2;
2022/03/05;0600;0,1;20,0;22,7;18,3;68,6;75,5;63,0;3,7;933,1;
2022/03/05;0900;0,6;18,0;19,7;16,1;69,9;75,1;64,8;1,8;943,3;
2022/03/05;1200;0,2;23,3;25,4;21,6;74,4;78,1;68,1;4,1;938,0;
2022/03/05;1500;0,2;24,9;26,9;22,5;78,5;82,7;75,0;4,8;939,5;
2022/03/05;1800;0,6;25,1;26,5;24,0;70,6;74,6;66,1;1,2;943,8;
2022/03/05;2100;0,0;20,7;23,3;17,6;70,1;76,4;63,0;3,2;943,7;
2022/03/06;0000;0,0;21,2;23,5;19,7;64,8;69,4;59,8;1,9;948,4;
2022/03/06;0300;1,5;21,7;23,5;18,9;76,8;82,2;71,4;1,4;940,4;
2022/03/06;0600;0,1;24,5;26,2;22,2;65,1;71,6;60,4;1,2;937,7;
2022/03/06;0900;0,5;24,9;27,7;23,8;61,0;66,5;56,4;2,1;952,0;
2022/03/06;1200;0,0;25,4;27,4;23,8;89,1;93,5;84,7;3,5;935,3;
2022/03/06;1500;0,2;22,7;24,8;20,6;58,7;62,3;53,8;4,4;946,0;
2022/03/06;1800;0,2;18,5;21,0;15,5;76,8;83,5;71,0;2,7;932,9;
2022/03/06;2100;0,3;22,5;24,8;21,1;52,1;57,2;46,8;2,4;940,2;
2022/03/07;0000;0,0;25,7;28,2;23,9;67,9;72,2;62,1;0,7;931,4;
2022/03/07;0300;0,5;21,2;23,1;19,4;70,6;74,8;64,5;0,1;945,0;
2022/03/07;0600;1,4;24,6;27,0;21,3;71,5;76,5;64,5;0,1;938,3;
2022/03/07;0900;0,1;20,3;22,7;18,2;86,0;91,4;81,3;0,4;944,6;
2022/03/07;1200;0,2;24,6;26,1;22,8;77,8;84,0;71,9;1,0;946,3;
2022/03/07;1500;0,3;28,1;29,5;26,7;72,5;76,1;67,7;3,5;942,5;
2022/03/07;1800;0,3;25,0;27,5;22,9;72,8;79,4;67,1;4,7;933,5;
2022/03/07;2100;0,6;21,4;23,6;18,8;83,3;88,1;77,2;1,9;935,4;
2022/03/08;0000;0,4;28,1;29,6;26,6;84,1;90,8;78,9;0,0;942,5;
2022/03/08;0300;0,1;20,9;22,8;19,8;70,2;75,3;63,1;2,3;947,5;
2022/03/08;0600;0,3;20,6;22,5;18,1;56,8;61,6;51,9;0,7;928,5;
2022/03/08;0900;0,0;21,3;23,3;18,6;75,6;78,8;71,5;1,2;932,4;
2022/03/08;1200;0,2;21,4;22,8;19,8;76,0;81,8;72,0;1,1;939,8;
2022/03/08;1500;0,1;20,1;21,5;18,3;68,8;74,5;61,5;3,1;936,9;
2022/03/08;1800;0,1;20,6;21,7;19,4;54,7;60,9;49,1;2,0;938,8;
2022/03/08;2100;0,6;21,0;23,0;19,7;77,2;81,1;72,7;1,8;946,8;
2022/03/09;0000;0,0;21,7;24,2;19,5;53,4;56,8;49,4;1,3;945,9;
2022/03/09;0300;0,2;23,7;25,6;21,6;82,0;85,5;76,1;1,6;941,7;
2022/03/09;0600;0,1;23,2;25,1;20,9;62,9;66,2;57,7;1,8;930,9;
2022/03/09;0900;0,9;23,7;26,1;22,1;58,5;64,8;52,5;5,4;940,9;
2022/03/09;1200;0,3;29,8;32,0;27,8;64,1;68,8;60,5;1,1;941,0;
2022/03/09;1500;0,2;23,9;25,0;21,0;76,1;80,8;69,4;1,8;931,3;
2022/03/09;1800;0,2;17,7;19,3;16,4;77,9;82,5;75,2;1,1;945,2;
2022/03/09;2100;0,0;23,1;24,5;21,3;69,6;74,1;65,3;0,3;936,7;
2022/03/10;0000;0,0;27,7;29,4;24,8;66,8;72,5;60,6;1,6;943,5;
2022/03/10;0300;0,1;20,8;22,7;18,4;64,7;71,1;59,3;1,9;939,9;
2022/03/10;0600;0,5;25,0;27,2;21,9;74,9;79,5;71,2;0,7;941,2;
2022/03/10;0900;0,1;17,4;18,6;14,7;68,8;73,7;64,0;3,6;941,2;
2022/03/10;1200;0,6;25,5;26,8;22,8;73,2;77,0;66,6;2,1;929,5;
2022/03/10;1500;0,5;19,7;21,6;17,7;76,7;82,6;74,0;0,3;936,9;
2022/03/10;1800;0,4;24,8;27,2;22,4;67,5;73,1;64,3;1,8;932,2;
2022/03/10;2100;0,8;21,9;24,5;19,5;80,2;85,5;73,7;0,6;942,9;
2022/03/11;0000;0,3;24,6;26,5;22,7;69,9;73,2;66,3;0,5;948,7;
2022/03/11;0300;0,1;19,8;21,8;17,7;52,5;57,8;46,3;7,3;935,5;
2022/03/11;0600;0,0;21,6;24,0;20,1;69,7;75,6;66,7;2,4;945,0;
2022/03/11;0900;0,1;27,5;28,8;26,2;64,4;70,0;59,5;0,7;947,8;
2022/03/11;1200;0,3;27,6;29,5;24,6;76,3;81,5;70,7;0,9;941,7;
2022/03/11;1500;0,2;16,0;18,0;14,1;79,1;83,4;73,7;1,1;936,6;
2022/03/11;1800;0,1;21,6;23,4;19,4;66,3;70,2;61,6;0,3;931,3;
2022/03/11;2100;0,2;21,7;22,6;19,5;73,1;79,3;68,6;0,6;943,2;
2022/03/12;0000;0,1;19,8;21,5;17,0;63,5;69,0;58,5;2,3;932,6;
2022/03/12;0300;0,1;18,3;19,5;16,5;68,6;74,2;63,0;2,6;932,3;
2022/03/12;0600;0,2;23,8;24,6;21,9;71,8;76,3;66,7;3,8;944,4;
2022/03/12;0900;0,5;24,1;25,7;23,4;70,2;76,4;64,1;0,6;941,5;
2022/03/12;1200;0,0;18,0;20,2;15,5;69,4;73,3;64,5;1,9;937,9;
2022/03/12;1500;0,7;24,5;27,0;22,4;63,4;66,2;58,1;4,3;932,4;
2022/03/12;1800;0,8;22,4;24,1;20,1;61,0;64,5;55,6;1,3;946,5;
2022/03/12;2100;0,0;20,6;23,0;19,4;60,0;65,0;55,4;0,9;928,9;
2022/03/13;0000;0,2;27,3;28,2;25,5;77,4;82,2;71,8;0,2;946,9;
