REGIAO: Sudeste;
UF: SP;
ESTACAO: A701;
NOME: SAO PAULO - IAG;
CODIGO (WMO): A701;
LATITUDE: -23.651;
LONGITUDE: -46.623;
DATA DE FUNDACAO: 01/01/1960;

Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mb);
2023/02/05;0300;0,0;22,7;24,9;20,4;59,3;64,8;54,1;3,7;936,9;
2023/02/05;0600;0,1;21,4;23,5;20,2;73,1;78,8;67,9;6,1;936,4;
2023/02/05;0900;0,4;18,9;21,0;16,5;81,5;87,3;76,0;0,2;927,3;
2023/02/05;1200;0,1;19,5;21,0;18,0;85,1;88,8;80,3;0,6;942,1;
2023/02/05;1500;0,1;24,0;25,4;22,0;70,1;74,6;66,0;0,8;945,5;
2023/02/05;1800;0,8;24,8;26,9;23,4;70,4;74,8;63,9;0,7;939,9;
2023/02/05;2100;0,1;25,8;27,9;23,2;75,3;79,7;70,3;0,8;938,9;
2023/02/06;0000;0,3;25,6;26,6;22,9;60,3;65,8;55,9;0,9;928,0;
2023/02/06;0300;0,1;23,9;26,0;21,4;76,0;81,6;70,1;4,1;944,2;
2023/02/06;0600;0,8;20,8;22,9;18,9;88,5;93,4;84,6;4,2;939,4;
2023/02/06;0900;0,2;19,0;22,0;17,0;76,1;81,6;70,2;0,0;941,2;
2023/02/06;1200;0,4;17,8;19,7;14,9;76,9;81,8;69,9;0,2;938,5;
2023/02/06;1500;0,1;20,9;23,1;18,6;69,4;73,6;62,6;0,7;940,5;
2023/02/06;1800;0,4;27,5;30,7;25,3;66,1;71,4;61,4;7,9;942,9;
2023/02/06;2100;0,2;22,6;24,6;20,6;69,2;75,1;64,4;2,1;950,3;
2023/02/07;0000;0,0;20,4;22,4;18,7;77,8;84,0;71,5;0,4;930,0;
2023/02/07;0300;0,1;19,5;21,0;18,1;67,1;71,8;62,1;2,3;946,8;
2023/02/07;0600;0,5;22,8;24,4;20,7;81,5;86,0;77,5;1,4;950,0;
2023/02/07;0900;0,3;19,7;21,8;17,6;59,6;63,1;54,3;0,6;938,1;
2023/02/07;1200;0,1;21,7;23,7;20,2;57,3;61,7;52,3;0,8;938,1;
2023/02/07;1500;0,3;21,6;24,3;19,5;59,3;62,3;56,8;0,4;941,7;
2023/02/07;1800;0,6;25,0;27,3;23,1;85,8;90,3;81,7;2,2;927,1;
2023/02/07;2100;0,5;24,8;26,0;23,8;68,2;72,1;62,8;1,7;941,8;
2023/02/08;0000;0,1;20,6;22,8;19,4;78,7;83,2;74,0;0,1;938,2;
2023/02/08;0300;0,3;15,0;17,6;13,3;68,0;72,8;62,5;1,7;937,5;
2023/02/08;0600;0,1;26,4;28,5;24,7;66,2;70,8;62,1;4,9;939,9;
2023/02/08;0900;0,1;20,6;22,8;18,5;68,2;73,1;63,3;0,3;943,4;
2023/02/08;1200;0,1;15,8;17,3;13,9;67,5;70,5;62,0;1,0;941,8;
2023/02/08;1500;0,3;24,0;24,8;21,7;69,3;74,0;65,4;1,4;939,2;
2023/02/08;1800;0,0;23,1;25,1;20,5;78,1;81,6;72,4;1,6;934,8;
2023/02/08;2100;0,0;21,1;23,1;18,5;53,0;56,7;47,8;1,9;939,3;
2023/02/09;0000;0,5;22,2;23,4;19,2;74,3;79,8;70,4;0,4;938,2;
2023/02/09;0300;0,0;22,3;23,9;21,0;79,9;84,0;74,0;0,8;935,8;
2023/02/09;0600;0,0;20,9;23,3;18,1;69,5;74,6;64,8;1,6;934,8;
2023/02/09;0900;0,2;22,5;24,6;19,9;71,4;76,4;65,9;1,4;944,9;
2023/02/09;1200;0,1;18,3;20,8;15,4;81,7;86,3;77,0;0,0;943,7;
2023/02/09;1500;1,1;23,3;24,1;21,3;70,6;74,4;66,2;5,0;941,3;
2023/02/09;1800;0,0;20,8;23,3;17,9;78,6;84,0;73,7;4,4;944,0;
2023/02/09;2100;0,4;19,6;21,3;18,2;58,6;64,9;53,3;1,3;942,7;
2023/02/10;0000;0,1;26,8;28,8;24,8;69,2;73,1;64,6;1,3;928,6;
2023/02/10;0300;0,9;21,3;23,7;19,7;85,0;89,7;80,8;0,5;932,9;
2023/02/10;0600;0,1;21,8;22,8;20,2;71,4;75,0;66,9;1,4;943,3;
2023/02/10;0900;0,4;24,3;25,8;22,4;70,0;75,3;65,3;0,6;936,4;
2023/02/10;1200;1,2;19,8;21,4;17,3;72,2;76,2;67,4;4,2;935,2;
2023/02/10;1500;0,0;18,0;19,7;16,1;66,1;71,6;60,4;0,8;936,5;
2023/02/10;1800;0,1;18,5;20,6;17,4;63,3;67,1;59,2;1,0;938,5;
2023/02/10;2100;0,0;20,4;22,4;18,3;74,2;78,4;69,1;1,0;938,7;
2023/02/11;0000;0,3;19,1;21,0;17,3;73,4;79,3;69,3;1,3;930,9;
2023/02/11;0300;0,6;16,7;19,2;13,7;82,6;87,9;78,0;2,1;938,6;
2023/02/11;0600;0,3;23,1;24,1;21,7;73,2;76,8;70,1;4,4;947,7;
2023/02/11;0900;0,2;24,4;26,1;22,3;64,7;68,1;58,5;3,4;939,0;
2023/02/11;1200;0,2;22,3;24,6;20,4;69,1;74,3;62,9;6,9;937,9;
2023/02/11;1500;1,1;21,1;22,7;19,6;69,1;74,1;63,4;1,4;934,4;
2023/02/11;1800;0,1;18,6;20,4;16,2;70,5;73,5;64,7;1,4;935,6;
2023/02/11;2100;0,6;21,1;23,3;18,6;63,8;68,3;57,9;8,1;945,2;
2023/02/12;0000;0,5;20,5;22,2;18,3;54,4;59,4;49,4;0,1;937,7;
2023/02/12;0300;0,2;22,9;25,4;21,4;65,2;70,9;61,7;2,1;937,3;
2023/02/12;0600;0,0;20,6;21,7;19,8;79,5;83,3;74,5;0,1;946,4;
2023/02/12;0900;0,5;20,0;21,8;17,7;81,8;87,6;75,3;1,8;928,5;
2023/02/12;1200;0,1;22,9;24,8;21,5;65,1;71,6;60,1;1,0;942,3;
2023/02/12;1500;0,1;19,1;21,1;16,2;77,4;83,7;72,3;2,6;943,6;
2023/02/12;1800;0,2;21,4;23,1;19,7;69,8;73,8;65,2;0,0;943,4;
2023/02/12;2100;0,4;21,2;22,8;18,8;63,7;67,6;57,5;1,3;944,2;
2023/02/13;0000;0,5;19,8;22,1;18,6;62,9;68,9;56,5;5,0;939,2;
2023/02/13;0300;0,6;28,3;31,0;26,6;68,0;71,6;63,4;5,0;941,2;
2023/02/13;0600;0,4;21,6;23,6;19,1;72,3;78,0;66,9;0,0;941,4;
2023/02/13;0900;0,7;24,3;26,7;22,9;85,6;90,7;81,6;2,3;939,7;
2023/02/13;1200;0,4;24,4;26,8;21,5;71,8;76,6;68,3;3,3;937,2;
2023/02/13;1500;0,0;22,2;24,2;20,1;68,8;73,9;65,3;2,2;938,0;
2023/02/13;1800;0,2;22,7;25,7;21,3;56,3;62,5;49,2;8,1;936,8;
2023/02/13;2100;0,0;23,1;25,1;20,7;57,3;62,6;53,1;0,2;944,7;
2023/02/14;0000;0,2;18,1;20,4;16,4;67,5;73,3;63,3;0,5;936,7;
2023/02/14;0300;0,6;17,4;19,6;15,3;71,9;77,4;68,9;1,8;936,2;
2023/02/14;0600;0,2;22,2;24,8;20,5;66,1;70,7;61,2;0,6;939,8;
2023/02/14;0900;0,5;19,7;21,3;17,6;75,7;80,8;70,6;0,0;939,8;
2023/02/14;1200;0,2;21,5;23,8;18,7;82,9;86,8;80,0;6,7;939,7;
2023/02/14;1500;0,3;22,6;24,5;21,4;61,9;65,8;56,2;1,3;949,4;
2023/02/14;1800;0,1;15,8;17,5;13,7;50,6;57,1;46,3;0,1;940,2;
2023/02/14;2100;0,2;22,8;24,0;19,6;72,1;76,8;68,2;0,5;941,0;
2023/02/15;0000;0,3;25,7;28,3;24,0;68,8;74,3;62,6;1,8;935,3;
2023/02/15;0300;0,1;23,8;25,1;22,0;61,6;65,4;56,4;1,7;936,5;
2023/02/15;0600;0,1;23,0;24,8;21,1;60,6;66,6;55,5;1,9;943,4;
2023/02/15;0900;0,5;21,6;23,4;18,9;74,3;79,8;71,3;1,9;945,4;
2023/02/15;1200;0,3;19,7;21,3;16,9;78,7;82,3;73,7;4,2;937,3;
2023/02/15;1500;0,0;19,5;21,5;17,0;63,0;65,9;58,4;3,5;942,3;
2023/02/15;1800;0,1;23,5;25,0;21,4;65,9;71,6;61,0;0,1;944,2;
2023/02/15;2100;0,5;21,7;24,0;19,9;65,3;70,0;59,7;0,2;952,6;
2023/02/16;0000;0,3;25,3;28,1;23,4;66,7;69,5;62,3;0,6;939,0;
2023/02/16;0300;0,4;17,5;19,8;15,3;61,9;68,4;57,7;1,3;943,0;
2023/02/16;0600;1,3;24,3;25,8;21,4;60,9;64,8;54,3;1,2;942,1;
2023/02/16;0900;0,5;18,3;21,2;15,2;56,1;60,7;50,4;0,5;939,4;
2023/02/16;1200;0,2;23,5;26,3;22,4;62,9;67,1;55,5;3,0;939,6;
2023/02/16;1500;0,1;22,8;25,4;20,9;73,2;77,9;69,6;0,3;931,1;
2023/02/16;1800;0,5;22,8;24,9;21,5;71,1;75,6;66,3;1,5;937,7;
2023/02/16;2100;0,1;26,5;27,8;24,9;70,2;74,0;66,5;0,7;940,4;
2023/02/17;0000;0,2;21,3;24,2;19,4;72,0;75,9;68,0;1,0;943,8;
2023/02/17;0300;0,3;19,8;21,9;17,7;76,9;83,6;71,3;4,4;938,8;
2023/02/17;0600;0,2;14,8;16,2;12,9;66,3;71,2;63,7;5,0;946,1;
2023/02/17;0900;0,2;21,6;23,7;20,1;61,4;66,5;56,4;4,6;931,8;
2023/02/17;1200;0,8;20,0;21,6;17,6;65,4;70,6;60,6;0,2;937,3;
2023/02/17;1500;0,3;17,6;20,3;16,1;64,1;70,4;59,2;1,9;941,6;
2023/02/17;1800;0,4;19,9;22,5;18,7;56,9;61,9;52,0;3,4;943,5;
2023/02/17;2100;0,0;26,3;29,3;23,9;70,8;75,6;65,8;0,0;937,1;
2023/02/18;0000;0,0;24,3;26,8;22,6;69,7;72,9;64,8;1,4;937,4;
2023/02/18;0300;0,4;18,0;19,2;15,3;58,4;63,5;52,4;0,8;947,1;
2023/02/18;0600;0,4;22,0;24,3;19,1;75,9;80,0;73,0;4,0;936,0;
2023/02/18;0900;0,7;22,1;23,4;19,9;60,3;66,5;53,2;3,1;941,4;
2023/02/18;1200;0,5;22,7;25,0;20,6;62,2;68,6;56,7;2,2;944,8;
2023/02/18;1500;0,7;25,2;27,4;23,6;74,3;79,3;70,2;0,5;947,3;
2023/02/18;1800;0,2;19,3;21,3;16,8;87,4;90,9;82,4;1,2;940,6;
2023/02/18;2100;0,7;22,0;24,8;20,1;83,5;88,7;79,0;2,9;941,0;
2023/02/19;0000;0,7;19,4;21,0;16,8;79,4;83,6;74,5;3,4;941,9;
2023/02/19;0300;0,0;23,9;26,0;21,3;70,4;76,9;62,8;2,1;940,4;
2023/02/19;0600;0,3;21,0;23,1;18,7;69,4;75,1;64,8;3,7;941,8;
2023/02/19;0900;0,5;20,1;22,1;18,3;78,0;81,6;73,7;1,6;946,0;
2023/02/19;1200;0,0;24,0;26,5;21,8;65,7;70,8;61,9;0,9;930,7;
2023/02/19;1500;0,2;22,8;25,0;20,2;61,2;67,3;58,5;2,3;939,3;
2023/02/19;1800;0,1;19,3;21,3;16,9;68,7;74,1;63,3;0,2;942,7;
2023/02/19;2100;0,1;24,6;27,6;22,6;73,6;77,4;67,7;1,9;946,8;
2023/02/20;0000;0,2;20,3;22,3;18,7;88,2;93,6;82,3;4,5;934,0;
2023/02/20;0300;0,0;23,9;26,9;22,1;66,5;72,3;60,6;0,3;945,7;
2023/02/20;0600;0,6;13,6;15,6;11,9;53,3;60,2;48,1;4,0;931,1;
2023/02/20;0900;0,8;22,6;25,5;20,0;78,7;82,5;74,2;1,4;935,7;
2023/02/20;1200;0,3;22,8;24,3;20,9;79,3;84,8;73,9;0,2;934,3;
2023/02/20;1500;0,3;19,0;20,3;16,1;85,2;89,2;81,0;3,0;938,4;
2023/02/20;1800;0,3;25,6;28,4;23,4;73,4;79,8;67,3;3,5;945,2;
2023/02/20;2100;0,1;20,6;22,3;18,8;89,2;93,2;83,3;4,0;949,9;
2023/02/21;0000;1,3;23,2;25,0;21,7;81,8;88,1;77,1;0,6;937,6;
2023/02/21;0300;0,0;22,1;24,1;20,5;58,8;62,3;55,0;1,9;934,8;
2023/02/21;0600;0,2;19,2;20,6;17,8;60,9;65,8;54,9;3,1;945,3;
2023/02/21;0900;0,3;19,2;21,5;17,6;74,5;78,7;70,2;2,4;939,7;
2023/02/21;1200;0,4;19,3;20,8;17,7;76,2;81,4;70,5;0,3;941,4;
2023/02/21;1500;0,0;25,3;28,1;22,8;81,1;86,1;76,8;0,5;939,8;
2023/02/21;1800;0,5;21,5;23,4;19,7;70,0;75,8;65,9;0,0;946,7;
2023/02/21;2100;0,9;24,7;26,7;23,9;53,6;58,7;47,9;0,0;948,9;
2023/02/22;0000;0,0;20,3;22,0;18,9;75,8;80,8;71,3;1,9;944,8;
2023/02/22;0300;0,5;20,2;22,2;17,8;68,9;73,2;65,2;0,7;934,8;
2023/02/22;0600;0,1;19,3;21,2;17,8;71,4;76,7;66,0;0,0;948,8;
2023/02/22;0900;0,4;21,5;23,6;19,8;88,4;94,2;82,5;2,2;945,4;
2023/02/22;1200;0,1;20,9;24,0;19,7;68,8;75,5;64,0;3,7;942,2;
2023/02/22;1500;0,9;20,4;23,0;18,3;57,0;61,2;53,0;2,7;947,0;
2023/02/22;1800;0,3;17,8;19,7;14,7;81,0;85,1;76,9;0,3;937,5;
2023/02/22;2100;0,0;22,2;24,4;20,2;72,2;77,3;68,0;4,6;932,8;
2023/02/23;0000;0,2;21,7;23,3;19,2;61,0;65,6;55,8;3,3;940,9;
2023/02/23;0300;0,6;23,4;25,8;21,2;85,5;90,1;78,8;3,1;943,4;
2023/02/23;0600;0,5;24,3;25,9;22,2;69,1;75,7;64,8;6,1;950,0;
2023/02/23;0900;0,4;20,2;21,5;18,6;64,2;70,9;60,5;7,0;941,6;
2023/02/23;1200;0,2;25,9;29,3;24,0;71,9;75,7;67,3;1,9;946,1;
2023/02/23;1500;0,0;23,4;25,9;20,4;67,3;73,0;63,0;6,5;929,8;
2023/02/23;1800;0,2;22,3;24,4;20,3;65,9;71,0;60,5;2,2;942,9;
2023/02/23;2100;0,2;19,3;20,8;17,8;68,6;73,7;63,4;0,9;935,9;
2023/02/24;0000;0,1;24,3;26,1;22,3;58,2;63,3;52,8;8,1;937,2;
2023/02/24;0300;0,1;24,4;27,0;21,3;63,6;68,9;59,8;1,6;943,0;
2023/02/24;0600;0,7;22,3;24,2;20,9;68,7;75,8;63,1;0,1;935,9;
2023/02/24;0900;0,2;20,5;21,5;19,0;84,5;90,4;79,0;3,1;942,0;
2023/02/24;1200;0,1;20,7;22,7;18,8;68,8;75,5;64,9;1,2;945,1;
2023/02/24;1500;0,0;22,5;25,4;20,8;64,6;68,4;59,1;2,9;938,2;
2023/02/24;1800;0,2;25,8;28,4;23,8;79,4;84,3;74,4;0,9;940,1;
2023/02/24;2100;0,3;24,1;26,5;22,5;69,5;74,0;63,5;1,6;947,9;
2023/02/25;0000;0,0;23,1;24,6;21,8;63,6;68,1;59,3;2,1;940,4;
2023/02/25;0300;1,9;28,8;31,2;26,7;79,5;83,7;75,3;1,4;944,6;
2023/02/25;0600;0,2;18,1;19,9;16,3;67,2;74,3;60,1;3,9;937,1;
2023/02/25;0900;0,0;18,4;20,6;15,8;77,2;82,3;71,5;1,0;939,9;
2023/02/25;1200;0,2;20,5;22,7;18,7;61,9;67,0;56,6;0,0;927,3;
2023/02/25;1500;0,3;23,7;25,8;21,0;69,3;75,0;63,1;5,8;940,1;
2023/02/25;1800;0,4;16,7;18,9;15,2;64,1;69,6;57,8;3,4;941,7;
2023/02/25;2100;0,0;24,1;26,9;22,4;66,6;72,3;63,3;2,4;939,5;
2023/02/26;0000;0,3;15,7;18,4;14,0;66,6;72,9;64,6;1,6;935,6;
2023/02/26;0300;1,3;20,0;22,2;17,9;78,9;84,4;73,1;10,4;957,2;
2023/02/26;0600;0,1;16,7;19,4;14,0;62,2;66,4;56,7;0,5;941,2;
2023/02/26;0900;0,3;19,4;21,3;17,8;63,5;69,0;58,6;5,1;940,6;
2023/02/26;1200;0,2;20,5;22,1;18,3;87,0;92,9;83,5;0,9;932,3;
2023/02/26;1500;0,1;17,6;18,4;15,5;61,7;65,5;57,4;7,2;936,8;
2023/02/26;1800;0,3;20,7;22,0;18,2;73,2;78,6;68,6;3,4;941,0;
2023/02/26;2100;0,2;24,5;25,7;22,4;65,6;69,9;59,8;3,6;946,9;
2023/02/27;0000;0,2;20,5;23,1;19,0;84,6;89,2;79,6;0,1;935,4;
2023/02/27;0300;0,1;20,4;22,5;18,5;51,1;58,6;44,5;0,2;934,2;
2023/02/27;0600;0,0;19,6;21,5;17,3;74,8;78,7;67,5;0,9;938,0;
2023/02/27;0900;0,1;26,9;28,6;24,4;74,0;78,1;68,4;2,9;940,9;
2023/02/27;1200;0,8;21,2;23,6;20,1;61,8;66,8;56,6;1,2;939,5;
2023/02/27;1500;0,1;24,6;26,8;23,2;72,3;77,2;68,0;0,6;932,4;
2023/02/27;1800;0,5;24,7;26,5;22,1;62,8;67,1;58,4;0,3;943,1;
2023/02/27;2100;0,4;25,3;26,2;22,3;62,5;67,6;56,5;2,5;943,2;
2023/02/28;0000;0,1;22,8;25,2;21,4;65,3;69,3;62,7;0,7;935,3;
2023/02/28;0300;1,2;23,5;25,1;21,1;58,5;62,8;53,9;1,8;945,9;
2023/02/28;0600;0,1;18,2;20,6;16,2;57,0;62,7;51,7;0,4;934,6;
2023/02/28;0900;0,0;25,0;27,4;23,5;71,4;75,7;67,7;0,8;947,8;
2023/02/28;1200;0,3;17,9;19,8;17,0;69,8;76,0;63,9;1,5;941,3;
2023/02/28;1500;0,0;18,8;21,2;16,7;71,3;76,6;66,7;0,0;949,3;
2023/02/28;1800;0,1;16,6;19,0;14,5;74,6;79,2;68,1;2,9;945,6;
2023/02/28;2100;0,4;22,4;24,1;21,2;77,2;81,5;71,7;0,9;947,3;
2023/03/01;0000;0,1;18,6;21,3;15,7;77,2;82,6;71,3;1,1;936,3;
2023/03/01;0300;0,3;28,9;30,3;26,4;69,1;73,7;62,4;1,5;940,5;
2023/03/01;0600;0,2;21,4;23,6;19,0;67,4;72,9;61,3;5,1;925,6;
2023/03/01;0900;0,3;17,7;20,6;16,2;79,3;83,1;75,3;2,6;943,4;
2023/03/01;1200;0,0;23,1;24,4;22,2;66,5;71,7;61,6;3,8;951,1;
2023/03/01;1500;0,1;17,4;19,2;14,6;75,2;79,1;72,4;0,4;938,0;
2023/03/01;1800;0,1;28,9;30,4;27,2;77,3;82,6;70,8;3,1;942,6;
2023/03/01;2100;1,2;22,3;23,4;19,2;61,5;66,4;57,0;0,0;940,6;
2023/03/02;0000;0,2;22,6;24,9;20,8;78,7;83,0;74,2;0,6;947,6;
2023/03/02;0300;0,6;21,3;24,2;19,8;59,1;65,5;54,3;3,2;935,1;
2023/03/02;0600;0,2;24,8;26,6;23,5;67,8;72,8;61,7;0,5;941,5;
2023/03/02;0900;0,4;26,6;28,3;25,0;75,3;78,0;70,9;5,0;943,0;
2023/03/02;1200;0,0;17,1;18,5;14,4;69,2;74,0;65,0;1,5;944,3;
2023/03/02;1500;0,3;18,8;21,2;16,0;74,9;78,7;69,1;0,1;937,6;
2023/03/02;1800;0,3;21,3;23,1;19,0;70,9;74,0;64,9;3,1;943,3;
2023/03/02;2100;0,0;21,3;22,7;19,2;82,4;87,7;75,7;1,2;948,5;
2023/03/03;0000;0,2;20,7;22,6;19,2;74,5;80,5;71,4;2,4;938,5;
2023/03/03;0300;0,9;22,9;24,5;21,2;63,4;68,4;59,0;3,7;941,9;
2023/03/03;0600;0,2;18,1;20,3;16,7;78,1;83,9;75,2;1,5;934,1;
2023/03/03;0900;0,3;25,1;26,8;22,3;75,7;80,3;71,3;9,6;947,5;
2023/03/03;1200;0,1;20,6;21,7;19,1;71,0;75,2;63,6;0,0;936,8;
2023/03/03;1500;0,7;20,1;21,6;17,7;67,8;73,6;61,6;12,1;941,8;
2023/03/03;1800;0,5;22,9;24,3;21,7;58,0;63,1;50,7;0,8;942,6;
2023/03/03;2100;0,0;22,1;24,0;20,3;66,4;72,0;60,5;0,5;937,9;
2023/03/04;0000;0,1;25,0;27,4;22,3;63,5;67,9;56,8;2,4;935,5;
2023/03/04;0300;0,2;22,8;25,4;21,3;70,7;76,8;65,9;3,0;939,6;
2023/03/04;0600;0,2;25,8;27,7;24,3;74,5;78,9;70,7;2,3;938,4;
2023/03/04;0900;0,1;21,1;23,9;18,3;65,6;70,9;61,0;1,3;943,8;
2023/03/04;1200;0,8;18,9;21,4;17,3;76,3;81,7;72,0;4,8;939,2;
2023/03/04;1500;0,1;20,1;21,9;19,0;69,1;73,5;64,0;3,3;942,6;
2023/03/04;1800;0,1;20,1;22,0;17,6;65,9;70,2;62,0;4,6;935,0;
2023/03/04;2100;0,4;19,6;21,9;17,5;64,6;70,2;58,6;1,5;943,3;
2023/03/05;0000;0,3;26,0;28,0;23,5;75,2;79,7;68,6;2,0;943,2;
2023/03/05;0300;0,3;24,8;26,6;22,3;59,7;64,4;57,2;1,8;942,0;
2023/03/05;0600;0,3;21,4;23,5;19,4;84,5;89,8;77,6;2,8;937,2;
2023/03/05;0900;0,2;18,7;20,7;16,7;60,7;66,8;55,5;2,3;942,9;
2023/03/05;1200;0,0;15,8;17,5;12,9;70,1;74,9;65,6;1,4;937,5;
2023/03/05;1500;0,0;25,1;28,4;23,5;65,7;70,1;59,1;0,7;943,8;
2023/03/05;1800;0,6;26,7;28,7;24,7;52,7;58,5;47,7;3,9;944,7;
2023/03/05;2100;0,4;15,3;16,7;12,3;60,2;64,4;53,9;1,4;940,3;
2023/03/06;0000;0,1;20,3;22,0;17,9;71,3;77,3;66,9;6,7;938,0;
2023/03/06;0300;0,3;18,2;20,0;16,5;80,0;85,6;74,6;0,2;939,1;
2023/03/06;0600;0,1;26,3;27,9;24,1;66,4;71,4;61,6;5,8;937,5;
2023/03/06;0900;0,3;17,3;19,4;15,0;70,5;75,4;64,0;3,8;948,1;
2023/03/06;1200;0,4;22,3;23,8;21,3;81,0;86,1;72,6;0,3;945,1;
2023/03/06;1500;1,0;20,0;21,9;18,1;66,7;72,1;61,6;2,0;929,8;
2023/03/06;1800;0,6;21,9;24,7;19,7;70,2;76,1;62,9;1,2;949,2;
2023/03/06;2100;0,1;21,3;22,7;19,1;80,8;85,5;74,7;0,1;935,7;
2023/03/07;0000;0,2;21,6;23,2;19,8;54,3;60,0;49,3;3,9;931,0;
2023/03/07;0300;1,1;23,0;24,7;20,5;68,3;75,3;64,2;2,5;941,2;
2023/03/07;0600;0,4;23,8;25,6;22,5;68,4;71,6;64,1;0,0;939,1;
2023/03/07;0900;0,1;25,0;27,1;23,2;66,3;70,7;60,4;1,0;932,6;
2023/03/07;1200;0,1;23,8;26,6;21,5;75,2;79,7;69,7;0,4;939,8;
2023/03/07;1500;0,1;22,1;25,0;19,7;70,9;77,6;63,5;1,8;940,1;
2023/03/07;1800;0,2;22,5;24,2;21,4;77,9;83,0;73,8;0,7;936,6;
2023/03/07;2100;0,8;21,7;22,8;19,5;75,1;78,8;71,8;1,0;945,1;
2023/03/08;0000;0,6;22,3;24,3;19,8;76,7;82,1;71,2;0,5;947,8;
2023/03/08;0300;0,2;25,1;26,2;22,9;74,3;80,4;68,1;0,4;942,5;
2023/03/08;0600;0,0;19,6;21,0;16,9;66,3;73,3;61,7;0,5;936,4;
2023/03/08;0900;0,3;23,8;25,8;21,7;65,7;70,2;61,2;4,3;934,8;
2023/03/08;1200;0,1;22,5;24,8;20,3;88,1;93,5;85,2;0,8;942,3;
2023/03/08;1500;0,4;20,8;23,1;19,1;71,6;76,1;66,9;1,8;941,1;
2023/03/08;1800;0,2;25,4;27,9;23,2;66,1;71,7;59,9;3,8;938,3;
2023/03/08;2100;0,5;24,4;25,2;21,6;79,8;84,5;75,1;5,7;950,4;
2023/03/09;0000;0,2;18,9;20,8;16,0;61,4;66,6;56,6;2,1;933,2;
2023/03/09;0300;0,5;22,7;24,4;20,4;73,5;77,3;66,7;0,5;936,9;
2023/03/09;0600;0,8;26,9;28,3;25,1;77,7;82,1;72,5;4,5;937,9;
2023/03/09;0900;0,0;23,5;24,9;21,3;73,9;79,6;69,4;0,8;947,2;
2023/03/09;1200;0,2;15,7;17,4;12,5;70,2;76,3;65,0;2,6;941,1;
2023/03/09;1500;0,2;24,6;27,4;23,5;74,1;78,2;69,2;1,0;937,3;
2023/03/09;1800;0,1;18,1;20,1;16,2;63,6;69,2;59,0;1,0;935,4;
2023/03/09;2100;0,1;23,3;24,3;20,5;68,8;72,9;63,2;2,4;937,9;
2023/03/10;0000;0,1;19,0;21,3;16,4;71,6;76,8;67,4;0,6;946,5;
2023/03/10;0300;0,0;26,2;28,5;23,2;74,9;81,1;70,1;0,0;939,2;
2023/03/10;0600;0,1;21,5;23,0;19,7;72,6;77,0;67,0;0,6;940,1;
2023/03/10;0900;0,1;15,9;18,4;13,5;76,5;82,2;71,6;1,7;941,2;
2023/03/10;1200;0,1;22,6;24,4;19,7;68,5;73,4;64,7;1,3;949,3;
2023/03/10;1500;0,2;23,8;25,6;21,5;62,3;67,1;58,4;5,2;932,3;
2023/03/10;1800;0,7;16,8;18,4;14,1;64,2;69,8;59,9;2,4;936,7;
2023/03/10;2100;0,1;21,6;23,8;19,9;68,3;72,4;63,2;0,5;945,4;
2023/03/11;0000;0,1;15,9;18,2;14,7;74,0;79,6;68,1;1,7;939,3;
2023/03/11;0300;0,2;22,6;24,9;20,3;66,6;71,5;61,7;0,2;933,7;
2023/03/11;0600;0,0;19,5;20,8;18,3;75,6;81,0;70,5;0,7;929,9;
2023/03/11;0900;0,0;23,8;25,6;21,5;62,5;69,1;57,3;3,6;939,4;
2023/03/11;1200;0,1;18,9;21,0;16,6;52,1;57,0;47,2;1,6;944,0;
2023/03/11;1500;0,6;24,2;26,6;22,5;79,0;83,2;76,1;1,3;941,6;
2023/03/11;1800;0,0;18,9;20,7;17,1;76,4;80,3;70,1;3,2;936,3;
2023/03/11;2100;0,9;20,7;22,7;19,2;73,1;78,4;68,7;0,0;941,4;
2023/03/12;0000;0,0;22,9;25,2;20,3;73,3;78,8;69,4;3,3;932,3;
2023/03/12;0300;0,7;20,3;22,5;18,1;49,8;54,9;43,7;7,2;951,3;
2023/03/12;0600;0,1;26,3;28,0;24,6;73,9;79,7;67,8;2,0;933,0;
2023/03/12;0900;0,3;26,4;28,3;24,9;60,9;65,4;54,3;4,3;938,8;
2023/03/12;1200;0,5;21,8;22,8;19,4;64,1;67,4;60,9;2,6;928,6;
2023/03/12;1500;0,1;20,4;22,6;18,3;65,9;70,8;60,0;3,9;942,2;
2023/03/12;1800;0,2;18,2;20,3;15,8;64,6;69,8;59,6;0,6;940,9;
2023/03/12;2100;0,2;20,6;23,1;19,2;87,2;92,2;82,4;1,2;944,6;
2023/03/13;0000;0,2;20,0;22,4;18,0;61,9;67,9;56,4;1,6;936,8;
2023/03/13;0300;0,0;16,4;18,0;14,3;67,0;72,8;61,6;0,8;933,8;
