REGIAO: Sudeste;
UF: SP;
ESTACAO: A711;
NOME: SAO PAULO - MIRANTE;
CODIGO (WMO): A711;
LATITUDE: -23.496;
LONGITUDE: -46.62;
DATA DE FUNDACAO: 01/01/1960;

Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mb);
2023/02/05;0000;0,5;24,8;27,0;22,9;69,7;74,5;64,8;0,5;935,6;
2023/02/05;0300;0,2;22,7;24,6;21,9;81,4;84,9;76,2;1,4;945,6;
2023/02/05;0600;0,7;20,9;22,4;18,0;64,2;69,6;58,3;0,5;939,1;
2023/02/05;0900;0,7;30,6;33,4;28,1;74,7;79,1;70,9;3,8;942,1;
2023/02/05;1200;0,7;23,5;24,4;22,1;72,4;76,8;67,0;0,6;947,8;
2023/02/05;1500;0,1;17,7;19,8;14,6;67,8;72,0;61,9;3,2;939,8;
2023/02/05;1800;0,1;23,3;25,1;21,2;70,1;76,4;65,0;0,7;941,5;
2023/02/05;2100;0,8;18,9;21,1;17,4;68,9;73,0;64,0;0,8;934,4;
2023/02/06;0000;0,5;20,2;22,4;18,8;63,3;67,7;59,2;1,6;938,4;
2023/02/06;0300;0,2;26,3;28,8;24,6;70,1;77,1;64,6;4,8;936,0;
2023/02/06;0600;0,1;22,1;24,8;19,9;72,0;76,9;66,4;0,7;945,5;
2023/02/06;0900;0,1;29,9;32,1;27,2;66,2;71,6;63,8;3,1;939,5;
2023/02/06;1200;0,3;20,7;23,2;19,2;75,4;78,4;69,2;0,0;942,7;
2023/02/06;1500;0,0;14,3;15,6;12,3;63,0;66,6;57,3;1,2;935,9;
2023/02/06;1800;0,1;20,2;22,4;18,7;73,4;77,6;68,3;1,3;940,1;
2023/02/06;2100;0,3;20,3;22,5;18,9;77,1;81,5;71,5;13,8;949,2;
2023/02/07;0000;0,4;16,4;17,9;14,8;71,9;77,1;67,6;2,8;945,8;
2023/02/07;0300;0,1;23,9;26,5;22,2;65,4;69,3;59,9;4,2;941,1;
2023/02/07;0600;1,0;25,6;27,7;23,8;71,1;77,7;66,1;1,9;942,7;
2023/02/07;0900;0,0;22,3;24,6;20,1;73,6;80,4;69,3;1,0;942,1;
2023/02/07;1200;0,0;20,8;22,3;18,7;72,3;77,6;67,5;1,4;937,6;
2023/02/07;1500;0,1;18,6;20,0;17,6;79,8;86,1;76,5;0,4;941,3;
2023/02/07;1800;0,2;20,9;22,6;18,4;91,9;95,6;86,0;6,7;935,9;
2023/02/07;2100;0,2;15,6;17,8;13,5;71,8;77,5;66,3;5,4;939,9;
2023/02/08;0000;0,6;21,7;24,4;19,7;58,4;64,3;52,5;1,3;937,4;
2023/02/08;0300;0,4;21,5;24,1;19,7;67,8;72,9;61,9;2,4;934,0;
2023/02/08;0600;0,7;25,6;26,7;23,0;72,0;76,7;67,3;0,7;940,7;
2023/02/08;0900;0,2;21,8;22,6;20,1;72,6;75,2;66,8;0,0;938,3;
2023/02/08;1200;0,1;18,0;19,4;15,6;76,3;80,7;70,5;1,7;944,0;
2023/02/08;1500;0,1;21,4;23,9;18,9;71,6;77,0;66,0;3,3;946,3;
2023/02/08;1800;0,5;20,1;21,9;18,1;93,6;99,0;86,3;0,0;945,9;
2023/02/08;2100;0,0;20,3;22,4;18,3;71,2;76,6;62,6;0,5;944,3;
2023/02/09;0000;0,1;20,7;22,6;18,7;69,9;74,5;63,8;1,2;936,9;
2023/02/09;0300;0,1;24,0;25,8;21,7;59,6;63,0;55,4;0,3;941,7;
2023/02/09;0600;0,5;21,0;22,4;18,3;84,6;90,4;78,3;4,5;942,3;
2023/02/09;0900;0,3;21,8;24,2;20,2;78,1;84,8;73,4;3,2;935,4;
2023/02/09;1200;0,0;22,5;24,3;20,3;71,7;76,9;66,2;0,7;934,0;
2023/02/09;1500;0,2;20,1;22,0;17,7;78,2;80,5;73,2;0,0;942,1;
2023/02/09;1800;0,1;22,0;23,9;19,9;59,0;63,2;54,2;0,7;943,1;
2023/02/09;2100;0,2;19,1;21,9;17,4;68,5;72,6;64,5;0,2;942,0;
2023/02/10;0000;0,3;24,0;25,5;22,8;82,4;86,0;76,9;0,4;943,3;
2023/02/10;0300;0,2;19,8;21,1;18,2;65,6;69,9;63,8;0,1;933,4;
2023/02/10;0600;0,1;19,1;21,3;17,4;75,0;81,2;69,7;2,8;944,0;
2023/02/10;0900;0,1;17,8;19,7;15,6;69,4;74,6;65,4;0,8;943,8;
2023/02/10;1200;0,1;24,3;26,9;22,2;68,8;72,7;64,9;0,4;928,5;
2023/02/10;1500;0,2;22,6;23,7;21,3;66,6;71,8;61,5;0,3;939,8;
2023/02/10;1800;0,3;25,3;27,3;23,0;54,0;59,1;48,2;0,0;942,4;
2023/02/10;2100;0,1;22,8;24,4;20,7;79,3;84,1;72,6;4,5;934,3;
2023/02/11;0000;1,5;16,8;18,9;14,9;61,9;65,3;56,7;1,7;945,1;
2023/02/11;0300;0,1;22,1;23,7;18,8;85,6;90,4;80,4;4,5;929,1;
2023/02/11;0600;0,2;22,6;23,9;20,3;55,8;58,1;49,2;1,2;934,6;
2023/02/11;0900;0,0;20,7;21,5;19,5;60,1;64,6;53,4;1,3;942,7;
2023/02/11;1200;0,1;20,6;22,4;18,4;72,5;77,2;67,0;1,4;933,6;
2023/02/11;1500;0,3;18,8;21,4;16,4;69,8;74,9;65,2;4,7;940,8;
2023/02/11;1800;0,6;19,3;21,1;17,2;64,3;69,6;58,7;1,3;941,8;
2023/02/11;2100;0,2;23,5;25,1;20,9;75,6;80,4;70,2;4,8;940,1;
2023/02/12;0000;0,3;20,4;22,2;18,0;74,2;81,4;69,3;0,6;940,7;
2023/02/12;0300;0,3;22,0;23,9;20,0;75,8;81,3;71,5;2,2;938,8;
2023/02/12;0600;0,3;22,2;24,2;21,5;70,5;74,9;66,7;0,5;932,5;
2023/02/12;0900;0,0;19,7;21,8;16,7;70,7;75,0;64,4;1,3;942,1;
2023/02/12;1200;0,1;24,8;27,6;22,0;62,8;68,0;58,0;1,0;936,0;
2023/02/12;1500;0,2;25,5;28,4;23,9;44,7;50,1;37,7;0,4;941,1;
2023/02/12;1800;0,5;16,1;18,6;13,9;71,0;76,5;67,4;1,0;933,3;
2023/02/12;2100;0,5;24,6;26,5;23,3;73,7;80,2;69,2;5,5;944,1;
2023/02/13;0000;0,6;23,5;25,4;21,0;75,7;79,2;71,9;1,2;938,7;
2023/02/13;0300;0,0;27,5;30,0;25,8;57,2;62,1;52,0;2,8;941,7;
2023/02/13;0600;0,0;25,0;26,5;22,4;63,3;68,4;57,6;0,1;942,3;
2023/02/13;0900;0,6;18,7;20,2;17,4;60,7;64,3;54,4;8,7;949,1;
2023/02/13;1200;0,2;22,9;25,2;20,5;69,2;73,6;64,4;0,6;950,0;
2023/02/13;1500;0,1;21,0;22,8;18,7;66,4;70,3;62,3;1,0;947,1;
2023/02/13;1800;0,5;23,6;25,7;22,0;75,1;80,8;71,3;0,2;944,9;
2023/02/13;2100;0,0;20,6;21,8;19,4;65,5;70,8;59,8;0,3;938,7;
2023/02/14;0000;0,2;16,4;19,0;13,8;72,8;77,3;68,2;0,7;933,2;
2023/02/14;0300;0,6;22,3;23,9;19,5;82,0;85,9;77,6;2,2;941,5;
2023/02/14;0600;0,3;21,3;22,2;19,5;68,1;73,3;62,2;3,5;938,9;
2023/02/14;0900;0,2;22,0;23,7;19,4;67,8;72,8;64,7;4,2;938,9;
2023/02/14;1200;0,2;20,1;22,9;18,6;64,0;67,5;57,7;0,7;937,7;
2023/02/14;1500;0,5;21,6;24,2;19,8;68,1;71,7;62,6;1,5;939,8;
2023/02/14;1800;0,1;22,3;23,6;20,7;90,4;96,3;86,0;1,0;943,3;
2023/02/14;2100;0,1;20,7;22,4;18,6;77,2;81,2;69,0;3,7;934,1;
2023/02/15;0000;0,0;21,6;24,4;19,1;56,9;61,8;52,9;5,2;936,5;
2023/02/15;0300;0,2;17,3;18,6;15,1;75,8;80,5;71,2;1,3;942,4;
2023/02/15;0600;0,6;25,0;27,4;23,0;77,3;82,9;71,9;4,3;945,7;
2023/02/15;0900;0,4;17,6;19,1;15,2;72,6;78,0;67,2;0,8;949,1;
2023/02/15;1200;0,2;18,7;20,3;17,4;77,9;81,9;73,5;1,5;940,0;
2023/02/15;1500;0,5;22,9;25,0;20,0;68,6;74,3;64,7;0,7;945,5;
2023/02/15;1800;0,1;22,4;24,8;20,8;62,3;66,6;56,9;9,9;936,6;
2023/02/15;2100;0,0;22,3;24,6;21,3;68,9;73,3;63,1;0,5;949,9;
2023/02/16;0000;0,1;20,3;23,1;18,1;66,9;71,9;62,0;1,7;941,1;
2023/02/16;0300;0,1;25,6;28,0;23,6;73,8;78,5;68,7;1,2;942,9;
2023/02/16;0600;0,3;16,8;19,1;14,7;77,7;81,9;73,8;4,4;938,0;
2023/02/16;0900;0,1;21,1;22,7;18,7;72,6;77,7;66,9;2,0;937,0;
2023/02/16;1200;0,1;20,8;23,6;18,8;68,8;73,8;62,6;0,3;943,6;
2023/02/16;1500;0,0;20,6;22,1;18,6;63,5;68,6;58,9;3,3;939,4;
2023/02/16;1800;0,1;19,6;22,0;17,5;70,0;74,4;65,4;0,3;943,4;
2023/02/16;2100;0,2;19,0;20,9;17,1;77,8;83,8;72,3;6,2;945,3;
2023/02/17;0000;1,0;26,3;28,0;24,0;66,4;70,4;60,2;4,2;940,2;
2023/02/17;0300;0,0;26,0;28,6;23,9;71,9;79,3;66,8;4,1;929,7;
2023/02/17;0600;0,6;25,3;27,8;23,0;70,8;75,8;65,5;1,5;946,8;
2023/02/17;0900;0,3;18,7;20,9;17,4;82,2;86,8;77,1;0,2;945,4;
2023/02/17;1200;0,1;18,0;20,0;15,9;53,9;59,6;50,0;0,2;933,5;
2023/02/17;1500;0,2;22,6;24,6;21,3;82,7;90,3;78,1;0,1;936,5;
2023/02/17;1800;0,3;23,1;24,7;20,7;70,4;75,7;65,5;0,6;945,1;
2023/02/17;2100;0,0;26,0;28,0;25,0;71,1;75,9;65,4;5,7;933,3;
2023/02/18;0000;0,2;19,4;20,9;17,6;69,5;73,7;63,5;1,5;941,0;
2023/02/18;0300;0,0;28,2;30,3;26,7;65,8;72,0;61,3;0,9;944,9;
2023/02/18;0600;0,1;25,1;28,3;22,9;77,7;84,2;73,1;1,4;943,1;
2023/02/18;0900;1,5;18,6;21,1;16,9;73,6;78,4;67,0;0,5;949,6;
2023/02/18;1200;0,1;23,3;25,1;20,7;81,3;84,8;75,8;4,2;938,7;
2023/02/18;1500;0,1;18,2;20,4;16,6;76,7;82,0;73,1;2,4;937,2;
2023/02/18;1800;0,2;19,3;21,3;16,8;69,7;73,3;63,6;1,9;944,0;
2023/02/18;2100;0,2;19,0;21,6;16,3;77,2;83,1;71,1;0,8;940,4;
2023/02/19;0000;0,1;19,5;21,3;17,3;73,7;77,3;68,0;0,2;940,0;
2023/02/19;0300;0,5;24,3;26,5;22,1;67,8;73,6;62,1;3,4;941,3;
2023/02/19;0600;0,1;21,7;23,3;20,2;66,8;73,3;60,6;1,8;943,0;
2023/02/19;0900;0,1;24,2;26,4;22,0;75,5;80,9;70,3;1,3;935,5;
2023/02/19;1200;0,0;20,4;22,8;19,0;64,3;68,0;57,1;0,3;945,9;
2023/02/19;1500;1,1;20,2;23,4;17,6;79,3;84,2;73,6;0,0;944,0;
2023/02/19;1800;0,1;17,5;19,7;15,5;71,2;77,1;64,9;0,6;939,1;
2023/02/19;2100;0,0;24,5;26,3;23,0;73,6;76,5;68,5;2,4;951,5;
2023/02/20;0000;0,2;21,8;23,4;20,4;68,0;72,2;61,6;2,4;938,2;
2023/02/20;0300;0,0;22,6;24,2;20,7;71,5;75,8;67,7;2,1;941,6;
2023/02/20;0600;0,8;22,9;24,8;21,1;56,8;62,5;52,1;0,8;946,8;
2023/02/20;0900;1,2;20,0;22,1;17,2;73,5;78,2;66,7;5,9;933,5;
2023/02/20;1200;0,4;22,4;24,2;20,1;74,9;76,4;68,9;1,6;935,0;
2023/02/20;1500;0,2;20,8;23,2;18,9;70,6;73,0;65,8;5,4;946,8;
2023/02/20;1800;0,3;18,5;20,4;17,4;78,5;84,2;73,8;2,5;944,2;
2023/02/20;2100;0,1;25,8;28,8;24,0;67,5;71,9;63,5;0,1;932,6;
2023/02/21;0000;0,0;18,1;19,9;16,2;67,9;72,4;63,3;2,5;933,7;
2023/02/21;0300;0,5;21,5;23,1;19,3;59,4;64,8;54,4;5,8;943,0;
2023/02/21;0600;0,0;16,1;17,2;14,1;61,9;66,4;55,5;1,7;941,1;
2023/02/21;0900;0,1;21,2;23,2;17,9;77,2;80,5;69,6;1,4;937,1;
2023/02/21;1200;0,2;21,1;22,7;19,3;66,9;73,1;61,8;2,5;940,6;
2023/02/21;1500;0,2;21,8;24,4;19,2;66,1;70,4;61,4;0,6;937,3;
2023/02/21;1800;0,5;23,0;25,1;21,1;74,5;81,2;69,2;0,5;946,1;
2023/02/21;2100;0,0;23,4;25,9;21,6;72,9;80,1;67,4;0,4;935,7;
2023/02/22;0000;0,7;20,0;22,9;18,0;76,9;81,4;72,8;4,0;934,6;
2023/02/22;0300;0,1;22,7;25,7;20,5;75,3;80,1;71,1;0,3;936,7;
2023/02/22;0600;0,1;19,5;21,6;16,6;81,8;86,6;77,5;1,5;941,6;
2023/02/22;0900;0,0;16,8;18,9;14,3;77,3;83,6;72,5;3,6;941,0;
2023/02/22;1200;0,0;21,6;23,9;20,3;70,3;75,4;65,0;0,1;935,9;
2023/02/22;1500;0,4;25,1;27,1;22,9;61,7;66,0;57,0;1,8;948,2;
2023/02/22;1800;0,0;18,7;21,7;16,4;79,2;82,7;75,6;9,5;936,8;
2023/02/22;2100;0,2;22,9;25,3;20,8;63,4;69,6;57,9;0,7;934,3;
2023/02/23;0000;0,2;18,9;20,9;16,7;67,8;73,3;62,8;0,4;940,4;
2023/02/23;0300;0,3;18,5;20,6;15,3;83,1;88,8;76,6;7,4;942,6;
2023/02/23;0600;0,0;24,9;27,3;23,5;65,7;72,6;60,8;2,3;946,1;
2023/02/23;0900;0,8;23,0;25,0;20,7;69,2;73,8;65,4;0,2;942,7;
2023/02/23;1200;0,2;25,1;27,3;23,4;71,4;78,2;65,8;0,7;931,1;
2023/02/23;1500;0,3;25,8;27,8;23,5;73,2;77,6;66,7;0,8;934,5;
2023/02/23;1800;0,3;24,4;26,5;21,9;63,5;67,8;58,8;0,9;939,9;
2023/02/23;2100;0,0;18,4;19,6;16,7;73,2;77,3;68,0;3,7;938,6;
2023/02/24;0000;0,3;23,4;24,7;22,2;78,4;82,7;71,0;0,8;947,4;
2023/02/24;0300;0,2;19,7;22,0;17,8;79,0;83,4;73,6;1,9;937,0;
2023/02/24;0600;0,5;21,1;23,7;19,4;73,2;78,2;67,7;0,1;942,0;
2023/02/24;0900;0,7;18,7;21,2;17,1;76,3;82,3;69,7;4,7;947,1;
2023/02/24;1200;0,2;17,8;20,5;15,6;63,0;66,8;60,1;1,0;929,7;
2023/02/24;1500;0,4;21,4;23,0;19,0;82,9;87,6;79,6;1,3;936,0;
2023/02/24;1800;0,1;15,9;18,3;13,2;80,3;84,0;75,5;0,8;943,8;
2023/02/24;2100;1,2;21,4;23,3;20,1;62,3;66,4;57,6;2,5;950,5;
2023/02/25;0000;0,2;16,9;19,7;14,6;64,3;70,3;61,4;0,9;940,2;
2023/02/25;0300;0,1;22,5;24,4;20,4;63,0;70,9;58,2;3,2;927,7;
2023/02/25;0600;0,3;18,7;20,8;16,4;70,8;76,4;66,4;2,9;933,8;
2023/02/25;0900;0,4;23,6;25,6;22,1;60,1;63,3;53,6;1,3;942,2;
2023/02/25;1200;0,8;28,9;31,4;26,7;73,6;79,7;68,5;0,4;929,9;
2023/02/25;1500;0,9;20,3;22,1;18,6;75,6;78,1;72,7;0,1;940,8;
2023/02/25;1800;0,1;21,9;23,9;20,1;73,6;78,2;67,9;5,7;925,2;
2023/02/25;2100;0,4;21,5;23,6;20,3;53,3;58,2;49,5;4,3;935,6;
2023/02/26;0000;0,2;24,2;27,4;22,0;83,4;87,8;80,2;1,1;943,7;
2023/02/26;0300;0,3;28,6;30,3;27,8;70,5;75,2;66,7;0,2;944,2;
2023/02/26;0600;0,1;22,8;24,8;21,0;70,8;74,9;65,6;1,8;935,3;
2023/02/26;0900;0,1;20,7;22,4;19,2;71,2;76,7;68,7;2,1;941,2;
2023/02/26;1200;0,3;25,2;27,5;23,7;61,6;66,6;57,1;1,2;945,1;
2023/02/26;1500;1,0;19,6;21,8;17,6;76,8;81,6;70,3;1,2;948,2;
2023/02/26;1800;0,4;23,8;25,8;21,9;75,3;80,5;68,8;1,6;934,1;
2023/02/26;2100;0,0;20,1;21,8;18,2;68,3;71,6;62,1;0,1;939,9;
2023/02/27;0000;0,9;20,9;22,9;18,9;68,0;71,4;62,7;2,4;934,8;
2023/02/27;0300;0,2;22,5;23,1;19,4;77,6;81,9;70,3;1,1;938,7;
2023/02/27;0600;0,0;17,9;20,3;15,8;82,5;88,8;75,9;0,4;936,8;
2023/02/27;0900;0,2;21,0;22,5;18,6;60,1;65,6;56,1;0,7;942,0;
2023/02/27;1200;0,1;17,9;19,4;15,9;56,7;60,4;52,5;3,1;938,7;
2023/02/27;1500;0,1;18,9;20,6;16,6;77,1;82,8;70,1;2,2;944,0;
2023/02/27;1800;0,0;20,3;22,5;17,9;80,7;85,2;74,7;2,8;938,8;
2023/02/27;2100;1,2;23,6;24,7;20,8;77,8;82,3;72,2;0,3;943,8;
2023/02/28;0000;0,5;26,3;28,1;24,8;75,3;79,9;68,7;0,3;937,2;
2023/02/28;0300;0,5;22,1;24,1;20,7;72,4;75,9;66,5;0,6;946,7;
2023/02/28;0600;0,2;21,2;23,5;19,1;67,3;71,1;60,9;3,3;937,3;
2023/02/28;0900;0,2;22,5;24,4;21,1;76,4;81,4;71,7;12,0;936,9;
2023/02/28;1200;0,5;23,1;25,3;20,7;55,0;60,2;49,2;1,9;936,3;
2023/02/28;1500;0,3;22,7;24,2;19,7;67,3;72,0;61,6;1,0;936,2;
2023/02/28;1800;0,2;25,1;27,3;23,3;78,0;81,5;74,5;0,4;942,0;
2023/02/28;2100;0,1;19,7;21,5;17,9;76,1;81,0;71,5;0,3;932,5;
2023/03/01;0000;0,2;16,5;18,3;14,6;63,2;68,4;57,1;2,1;936,2;
2023/03/01;0300;0,0;19,4;21,6;18,3;80,6;84,7;74,8;2,2;933,2;
2023/03/01;0600;0,2;25,2;27,4;23,3;70,4;75,1;65,1;0,6;940,8;
2023/03/01;0900;0,4;18,6;20,5;16,1;65,6;71,5;60,4;0,9;942,3;
2023/03/01;1200;0,0;21,4;23,2;19,0;70,8;75,6;64,7;3,0;940,9;
2023/03/01;1500;1,0;23,5;25,5;21,9;68,6;72,5;62,6;0,3;936,1;
2023/03/01;1800;1,1;25,8;27,7;24,0;77,9;84,7;72,5;2,9;942,6;
2023/03/01;2100;0,1;23,0;24,8;20,7;66,9;72,3;63,3;0,7;945,8;
2023/03/02;0000;0,7;23,1;25,1;21,3;65,4;69,4;59,8;1,7;942,7;
2023/03/02;0300;0,1;22,3;24,0;19,5;64,0;69,3;57,7;2,6;944,8;
2023/03/02;0600;0,3;27,5;29,4;26,1;73,2;78,1;68,7;0,8;945,4;
2023/03/02;0900;0,1;17,1;19,6;15,1;60,3;65,0;54,7;1,2;933,4;
2023/03/02;1200;0,2;21,6;23,4;19,1;72,9;77,4;68,4;2,8;936,8;
2023/03/02;1500;0,3;21,8;24,5;19,6;78,6;82,7;73,4;2,3;937,2;
2023/03/02;1800;0,3;24,4;26,3;21,6;67,7;73,6;60,9;3,8;932,5;
2023/03/02;2100;0,0;25,6;26,9;23,9;71,5;76,4;65,4;1,1;931,2;
2023/03/03;0000;0,3;21,2;24,7;19,2;66,0;73,0;62,0;3,6;943,9;
2023/03/03;0300;0,4;20,3;22,3;18,0;72,5;77,7;65,7;15,0;926,8;
2023/03/03;0600;0,1;22,7;25,6;20,5;63,0;68,4;55,9;0,6;940,7;
2023/03/03;0900;0,4;25,5;27,7;22,7;70,6;75,9;65,7;3,9;937,8;
2023/03/03;1200;0,3;23,7;26,3;21,8;69,2;75,0;66,1;0,9;935,2;
2023/03/03;1500;0,1;22,3;24,5;19,8;65,4;71,1;61,2;0,3;937,0;
2023/03/03;1800;0,2;19,9;21,8;17,8;77,9;81,7;74,1;0,2;942,7;
2023/03/03;2100;0,2;20,6;23,3;18,4;72,9;78,8;66,9;1,3;942,6;
2023/03/04;0000;0,5;19,7;22,5;18,8;66,3;71,1;60,2;3,0;950,0;
2023/03/04;0300;0,1;27,6;30,1;25,8;69,5;73,4;63,7;0,3;936,1;
2023/03/04;0600;0,2;22,8;24,7;21,0;69,4;75,2;63,2;11,9;939,8;
2023/03/04;0900;0,1;15,7;17,9;14,7;72,8;79,5;68,7;1,5;934,2;
2023/03/04;1200;0,1;19,2;22,0;17,2;57,4;63,5;53,1;2,6;945,1;
2023/03/04;1500;0,2;28,1;30,3;25,7;69,7;75,4;63,2;1,3;932,7;
2023/03/04;1800;0,7;25,9;27,4;23,5;86,9;93,9;82,6;2,8;944,3;
2023/03/04;2100;0,1;18,3;21,3;16,1;92,4;97,2;86,8;0,7;941,9;
2023/03/05;0000;0,1;22,2;23,3;20,4;79,3;83,6;75,3;0,3;936,7;
2023/03/05;0300;0,1;14,5;17,1;11,6;60,2;64,7;54,6;0,5;947,1;
2023/03/05;0600;0,1;25,3;27,9;24,3;65,0;70,2;59,6;0,7;938,6;
2023/03/05;0900;0,1;23,3;24,4;22,1;72,6;77,8;67,8;5,5;942,7;
2023/03/05;1200;0,7;21,4;23,1;19,6;70,8;76,1;67,9;0,6;938,7;
2023/03/05;1500;0,1;26,5;28,4;24,5;75,3;80,0;68,0;8,0;938,5;
2023/03/05;1800;0,3;17,2;18,5;15,3;72,3;76,5;66,0;4,5;943,6;
2023/03/05;2100;0,1;25,5;27,2;23,5;60,5;67,8;56,0;0,4;930,0;
2023/03/06;0000;0,4;24,1;26,4;21,7;69,1;74,5;66,3;1,2;948,2;
2023/03/06;0300;0,3;19,7;21,7;17,8;58,3;63,4;53,8;0,8;934,2;
2023/03/06;0600;0,4;17,0;19,3;14,6;65,7;71,2;62,3;3,1;940,7;
2023/03/06;0900;0,8;23,3;25,3;21,9;72,6;77,9;67,1;1,0;939,7;
2023/03/06;1200;0,0;12,2;14,6;10,4;70,1;74,1;64,1;2,3;944,5;
2023/03/06;1500;0,0;22,5;24,0;21,0;68,7;72,3;62,9;0,6;940,6;
2023/03/06;1800;0,0;22,8;24,7;20,7;60,4;64,3;53,5;0,2;945,0;
2023/03/06;2100;0,0;20,7;22,3;19,1;65,2;69,7;59,8;0,3;950,0;
2023/03/07;0000;0,8;28,4;31,4;26,8;77,5;82,8;72,6;1,9;942,2;
2023/03/07;0300;0,2;22,9;25,1;20,9;64,0;68,5;61,6;0,2;944,6;
2023/03/07;0600;0,0;22,2;24,4;20,0;76,9;81,6;73,1;1,4;943,1;
2023/03/07;0900;0,1;23,1;24,6;20,9;62,1;66,7;57,2;2,9;930,6;
2023/03/07;1200;0,1;19,0;20,9;17,5;90,2;95,8;86,6;2,0;941,3;
2023/03/07;1500;0,1;25,9;27,8;24,5;68,8;72,7;66,1;2,1;944,8;
2023/03/07;1800;0,2;24,1;26,1;22,5;73,2;77,8;70,0;1,7;945,2;
2023/03/07;2100;0,1;21,6;24,3;19,9;59,5;63,6;53,2;0,4;934,3;
2023/03/08;0000;0,1;18,6;20,7;15,9;86,3;91,5;81,1;0,2;937,2;
2023/03/08;0300;0,9;18,4;21,4;16,8;81,6;87,2;76,3;0,7;947,7;
2023/03/08;0600;0,1;18,4;19,7;17,1;79,6;83,7;75,2;2,5;945,7;
2023/03/08;0900;0,3;19,2;22,0;17,5;59,9;63,4;54,7;0,0;953,8;
2023/03/08;1200;0,6;22,4;24,8;21,0;80,9;86,7;77,0;0,4;930,7;
2023/03/08;1500;0,6;21,9;23,5;19,8;70,2;76,5;65,9;3,2;939,8;
2023/03/08;1800;0,3;20,4;22,7;17,8;71,7;77,4;67,1;1,1;946,4;
2023/03/08;2100;0,1;20,6;22,6;19,0;79,1;84,3;73,2;1,3;945,9;
2023/03/09;0000;0,4;21,4;23,6;19,9;67,2;70,8;61,9;4,5;940,5;
2023/03/09;0300;0,6;23,6;25,9;21,9;71,7;76,3;68,1;0,4;944,8;
2023/03/09;0600;0,2;25,6;27,6;23,5;69,2;71,8;63,9;0,2;933,8;
2023/03/09;0900;0,1;19,4;20,8;17,8;68,3;73,5;62,9;2,1;941,3;
2023/03/09;1200;0,0;22,6;23,6;20,9;57,0;63,1;50,3;1,3;938,4;
2023/03/09;1500;0,4;19,6;21,8;18,4;77,5;80,9;75,1;0,4;934,0;
2023/03/09;1800;0,2;25,3;27,9;23,5;77,2;83,3;71,1;1,2;938,6;
2023/03/09;2100;0,1;27,5;29,7;25,7;65,6;70,1;61,5;2,3;943,8;
2023/03/10;0000;0,4;16,8;18,6;15,1;71,9;78,6;67,7;3,0;931,0;
2023/03/10;0300;0,1;20,0;21,4;17,6;67,1;72,0;62,5;0,4;941,6;
2023/03/10;0600;0,2;19,5;21,1;17,7;72,1;75,6;66,4;0,7;945,4;
2023/03/10;0900;0,2;26,2;28,5;25,0;68,4;75,3;62,1;3,5;939,5;
2023/03/10;1200;0,1;23,8;25,2;22,8;63,3;68,5;59,3;1,2;934,3;
2023/03/10;1500;0,2;17,2;18,7;16,3;66,1;71,1;60,8;0,0;945,7;
2023/03/10;1800;0,2;18,9;20,4;17,3;73,9;79,2;69,4;2,9;937,6;
2023/03/10;2100;0,1;20,8;22,7;19,1;44,7;50,1;39,0;1,4;946,5;
2023/03/11;0000;0,1;23,5;24,7;21,0;78,4;81,7;72,7;1,2;941,5;
2023/03/11;0300;0,4;19,6;20,3;17,0;73,0;78,7;66,4;2,7;941,4;
2023/03/11;0600;0,0;20,6;22,4;18,6;78,3;83,0;74,6;0,4;942,6;
2023/03/11;0900;0,1;26,5;28,6;25,1;86,1;91,7;81,4;1,3;942,7;
2023/03/11;1200;0,2;24,3;26,8;21,6;69,3;74,9;64,1;2,8;939,1;
2023/03/11;1500;0,1;20,6;22,6;18,2;84,0;88,8;79,4;1,1;930,0;
2023/03/11;1800;0,5;29,6;31,7;28,3;68,5;74,0;62,4;1,8;941,3;
2023/03/11;2100;0,0;20,4;21,7;19,0;69,6;74,6;66,9;2,2;932,3;
2023/03/12;0000;0,4;21,4;23,3;20,1;65,9;71,2;60,5;1,5;948,0;
2023/03/12;0300;0,4;22,0;23,6;19,4;62,6;66,8;58,0;1,1;945,4;
2023/03/12;0600;0,1;27,2;28,3;25,7;77,8;82,6;71,7;0,6;945,2;
2023/03/12;0900;1,1;20,0;21,5;18,2;81,5;87,0;76,9;0,6;935,0;
2023/03/12;1200;0,2;20,2;22,0;17,7;62,8;66,8;57,5;2,4;943,0;
2023/03/12;1500;0,8;22,9;25,4;21,6;55,8;61,7;51,1;0,7;937,7;
2023/03/12;1800;0,3;25,8;28,1;24,0;73,0;77,9;69,0;1,0;942,4;
2023/03/12;2100;0,2;20,4;23,1;18,2;74,8;80,5;69,7;4,3;939,4;
2023/03/13;0000;0,0;27,5;29,9;25,1;72,3;76,4;68,6;1,5;946,9;
